,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
2,0.5346,0.0,0.802,0.198,"“Apple has really done extraordinary things over the last year to protect consumer privacy, but also to create secu… https://t.co/guXaxEVV3x","37.7749295, -122.4194155",37.7749295,-122.4194155,apple,Wed Oct 24 16:02:18 +0000 2018,1055127352181690368,"San Francisco, CA"
5,0.0,0.0,1.0,0.0,"RT @AdamSchefter: DT Damon Harrison from Giants to Lions.

CB Eli Apple from Giants to Saints.

WR Amari Cooper from Raiders to Cowboys.

R…","43.653226, -79.3831843",43.653226,-79.3831843,apple,Wed Oct 24 16:02:18 +0000 2018,1055127350348791808,"Toronto, Ontario"
8,0.0,0.0,1.0,0.0,"RT @Sport360TV: الآن يمكنك تحميل تطبيق Sport360TV والاستمتاع بألاف مقاطع الفيديو الرياضية.
حمل التطبيق الآن:
- IOS: https://t.co/65nr2myy3x…","30.0444196, 31.2357116",30.0444196,31.2357116,apple,Wed Oct 24 16:02:17 +0000 2018,1055127346699796480,"Cairo, Egypt"
12,0.0,0.0,1.0,0.0,🤘🏽💀☠️ https://t.co/NPciYZV14v,"-26.9165792, -49.0717331",-26.9165792,-49.0717331,apple,Wed Oct 24 16:02:17 +0000 2018,1055127345177288705,"Blumenau, Brasil"
13,0.0,0.0,1.0,0.0,"RT @leemurapp: #SORTEO ¿Quieres ganar el libro #DiHola de @GermanGarmendia? 
1. Follow @leemurapp
2. Descárgate la app: ANDROID 👉 https://t…","34.0522342, -118.2436849",34.0522342,-118.2436849,apple,Wed Oct 24 16:02:16 +0000 2018,1055127344153874432,"Los Angeles, CA"
14,0.0,0.0,1.0,0.0,Apple iPhone XS Max – 256GB – Gold (Unlocked) A1921 (CDMA + GSM) MINT/UNBOXED #iphonexs #iphonexsmax https://t.co/zXTVyIoDZo,"37.09024, -95.712891",37.09024,-95.712891,apple,Wed Oct 24 16:02:16 +0000 2018,1055127343306551296,United States
16,0.0,0.0,1.0,0.0,RT @Debiasiigor: Alguém me dá um Apple Watch?,"-20.3477821, -40.2949528",-20.3477821,-40.2949528,apple,Wed Oct 24 16:02:16 +0000 2018,1055127341708517378,"Vila Velha, Brasil"
17,0.0433,0.107,0.779,0.115,RT @svphvclvs: @Exactlyunknown I'm the apple of her eye. The jewel in her crown. It can't be helped lol,"42.3497997, -71.0811111",42.3497997,-71.0811111,apple,Wed Oct 24 16:02:16 +0000 2018,1055127341221994497,dirty waterz
18,0.0,0.0,1.0,0.0,RT @cultofmac: ICYMI: Apple TV streaming service coming to 100+ countries https://t.co/4WCcV3rg0Z by @edfromfreelance https://t.co/sqdfr5ty…,"41.9027835, 12.4963655",41.9027835,12.4963655,apple,Wed Oct 24 16:02:16 +0000 2018,1055127341171703808,"Roma, Italia"
19,-0.4767,0.205,0.795,0.0,Apple’s Tim Cook makes blistering attack on the “data industrial complex” – TechCrunch https://t.co/3UT1cIuEMj,"45.943161, 24.96676",45.943161,24.96676,apple,Wed Oct 24 16:02:15 +0000 2018,1055127340664188930,Romania
