,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
11,0.3612,0.0,0.8,0.2,"@Bearded_Hippo @KT_So_It_Goes Seems like self-described ""#catgirl"" @elonmusk wants the bites? https://t.co/Pb94uLji2P","37.8271784, -122.2913078",37.8271784,-122.2913078,hippo,Fri Oct 26 03:30:57 +0000 2018,1055663043445612544,"Bay Area, California"
13,0.0,0.0,1.0,0.0,『【暈】（かさ）』hippo@home｜https://t.co/AUCKAZMMhY,"33.8834093, 130.8752161",33.8834093,130.8752161,hippo,Fri Oct 26 03:30:43 +0000 2018,1055662985526439936,福岡県北九州市
16,0.6239,0.0,0.796,0.204,Hutto Hippo Football brings home another win tonight against the Plugerville Panthers!  We remain undefeated. Congr… https://t.co/ehJubqSTE5,"30.54269949999999, -97.5466702",30.54269949999999,-97.5466702,hippo,Fri Oct 26 03:29:55 +0000 2018,1055662784653021184,"Hutto, TX"
19,0.7783,0.0,0.227,0.773,@Bearded_Hippo @KT_So_It_Goes wow haha,"40.2671941, -86.1349019",40.2671941,-86.1349019,hippo,Fri Oct 26 03:29:01 +0000 2018,1055662555157422081,"Indiana, USA"
21,0.7506,0.076,0.625,0.299,Lol apparently hippo and her friends are buying tix from those 3rd party sellers no wonder they were so loud agains… https://t.co/gIelhdkTtf,"1.352083, 103.819836",1.352083,103.819836,hippo,Fri Oct 26 03:28:55 +0000 2018,1055662530079555590,Singapore
22,0.0,0.0,1.0,0.0,“It’s a... lounging hippo. That is very unflattering” @ashgrace96 #chatswithchachee,"29.7604267, -95.3698028",29.7604267,-95.3698028,hippo,Fri Oct 26 03:28:38 +0000 2018,1055662461746139139,"Houston, TX"
24,-0.4939,0.225,0.775,0.0,RT @morisawachiaki: yall fools calling hifumi/doppo hifudo or dohifu its obviously hippo,"40.760533, -73.97739700000001",40.760533,-73.97739700000001,hippo,Fri Oct 26 03:26:46 +0000 2018,1055661991136841728,will | they | 21 | sapphic
25,0.0,0.0,1.0,0.0,"RT @exexexexexoLsh: 진짜 AAA투표 급하거 아시죠,,?저희 등수...진짜 급해요 투표 분위기 잡아주세요 #엑소엘_AAA_같이해 
✅AAA투표 까먹지 마세요!✅
✅AAA투표 까먹지 마세요!✅
✅AAA투표 까먹지 마세요!✅
✅AAA투표…","35.907757, 127.766922",35.907757,127.766922,hippo,Fri Oct 26 03:26:39 +0000 2018,1055661959956226048,대한민국
28,0.2732,0.0,0.656,0.344,@KT_So_It_Goes Oh God the thread,"39.7392358, -104.990251",39.7392358,-104.990251,hippo,Fri Oct 26 03:23:02 +0000 2018,1055661053227331584,Denver
30,0.0,0.0,1.0,0.0,DISTRIBUTOR BATRE HIPPO POWER TERMURAH || HIPPO (DX1) ECERAN 60K GROSIR MIN 30pc 45K || ADD BBM 32A834AB / 08891047101,"-6.9174639, 107.6191228",-6.9174639,107.6191228,hippo,Fri Oct 26 03:20:34 +0000 2018,1055660429995732993,Bandung
