,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,-0.5374,0.27,0.612,0.118,"Trump, stop golfing &amp; those useless rallies and help FLIINT! FLINT! FLINT! FLINT! FLINT! FLINT! FLINT! https://t.co/StEAJltEvB","40.7282239, -73.7948516",40.7282239,-73.7948516,trump,Fri Oct 26 18:21:39 +0000 2018,1055887194018193408,"Queens, NY"
7,-0.2911,0.182,0.694,0.124,RT @rolandscahill: Seems like Trump rallies are more of a threat to the country than migrant caravans,"35.2270964, -80.8438287",35.2270964,-80.8438287,trump,Fri Oct 26 18:21:38 +0000 2018,1055887193321934848,Room 112
11,-0.2732,0.131,0.777,0.092,"RT @Goss30Goss: Dear MAGA,

Trump &amp; Republicans are using the migrant caravan to keep your mind off of the tax scam, gutting healthcare, &amp;…","44.3148443, -85.60236429999999",44.3148443,-85.60236429999999,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192810233856,West Michigan
13,0.0,0.0,1.0,0.0,"RT @Stonekettle: I live in Milton, Florida, surrounded by Confederates, Bikers for Trump and people who think Matt Gaetz is the second comi…","35.0077519, -97.092877",35.0077519,-97.092877,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192558653441,Oklahoma
14,-0.3818,0.126,0.874,0.0,"RT @EndDeportations: - Donald Trump uses a personal email account and an unsecured phone
- Jared Kushner uses a personal email account
- Jo…","38.9692771, -77.07886669999999",38.9692771,-77.07886669999999,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192550187008,"Chevy Chase, MD"
16,0.379,0.14,0.664,0.196,"RT @Augustus709: Yes, the bomber turned out to be a trump supporting extremist. No, it wasn't surprising in the least.

But, he doesn't rep…","37.7749295, -122.4194155",37.7749295,-122.4194155,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192441024513,"San Francisco, U.S.A"
17,-0.8074,0.3,0.7,0.0,"Look in the mirror and say the same word. DESPICABLE. You are. 
Trump condemns 'terrorizing acts' as despicable… https://t.co/IKl85xGvz1","39.7392358, -104.990251",39.7392358,-104.990251,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192428470272,"Denver, CO"
18,0.0,0.0,1.0,0.0,"RT @PrisonPlanet: Cesar Sayoc - the alleged mail bomber - had Trump stickers all over his vehicle. But on Twitter, he only follows 32 peopl…","33.19215430000001, -117.3820432",33.19215430000001,-117.3820432,trump,Fri Oct 26 18:21:38 +0000 2018,1055887192189362177,Beach in Southern California USA
20,0.5198,0.0,0.805,0.195,"RT @charliekirk11: JUST THIS YEAR under President Trump, the U.S. has become:

The world’s most competitive economy

Energy independent

Th…","42.726053, -88.5424226",42.726053,-88.5424226,trump,Fri Oct 26 18:21:38 +0000 2018,1055887191933628416,far far away~
21,0.4767,0.0,0.744,0.256,RT @EricBoehlert: Trump has 36% approval in those 72 districts,"39.9525839, -75.1652215",39.9525839,-75.1652215,trump,Fri Oct 26 18:21:38 +0000 2018,1055887191870726147,"Philadelphia, PA"
