,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,-0.4588,0.123,0.833,0.044,"RT @na_tah_lii: Luis walks upstairs with the longest face ever, letting out the biggest sigh.

Me: What’s wrong?
Him: Nothing.
Me: Tell me.…","25.2048493, 55.2707828",25.2048493,55.2707828,football,Wed Oct 24 04:21:20 +0000 2018,1054950947393286144,"Dubai, United Arab Emirates"
5,-0.0516,0.127,0.755,0.118,@theorangepage @bylindsayhjones I like the 10am start time for football. It means if I'm ignoring the Sunday Night… https://t.co/AETNyLzJP6,"37.3382082, -121.8863286",37.3382082,-121.8863286,football,Wed Oct 24 04:21:18 +0000 2018,1054950937658302464,"San Jose, CA"
6,0.0,0.0,1.0,0.0,"RT @ChrisChang: TVNZ Football Club: Arsenal the real deal, A-League gimmicks, &amp; El Classico without Messi or Ronaldo feat. @SeanHoganNZ, @S…","-36.8484597, 174.7633315",-36.8484597,174.7633315,football,Wed Oct 24 04:21:17 +0000 2018,1054950935536041984,"Auckland, New Zealand"
7,0.0,0.0,1.0,0.0,"RT @AnfieldHQ: Jurgen Klopp believes it is finally time to unleash new look Fabinho on the world.

“We already made the decision he is the…","6.5438101, 5.898713900000001",6.5438101,5.898713900000001,football,Wed Oct 24 04:21:17 +0000 2018,1054950934994976768,Edo state
12,0.765,0.0,0.742,0.258,RT @SkyFootball: REPORT: Cristiano Ronaldo helped provide the winner on his return to Manchester United as Juventus cruised to a 1-0 Champi…,"-24.6282079, 25.9231471",-24.6282079,25.9231471,football,Wed Oct 24 04:21:15 +0000 2018,1054950928086982657,Gaborone☆Botswana|Rep Palapye❤
13,0.5267,0.0,0.861,0.139,"RT @afpfr: ⚽️ Le tableau des rencontres de la 3e journée de la Ligue des champions de football, par @AFPgraphics #AFP https://t.co/lz4QlDWS…","50.483113, 2.543206",50.483113,2.543206,football,Wed Oct 24 04:21:15 +0000 2018,1054950926576959488,"Bruay-la-Buissière, France"
18,0.0,0.0,1.0,0.0,#BeachPhotos #Woods #WoodsPhotos #Outside #Cowboys #Football #Antique #Rustic https://t.co/tABgXGqJJw,"39.768403, -86.158068",39.768403,-86.158068,football,Wed Oct 24 04:21:11 +0000 2018,1054950907618738176,Indianapolis y Espańa
19,0.8122,0.0,0.619,0.381,"RT @CoachHinesCHS: RT if you love FOOTBALL, and the good ol’ USofA!  🏈🙌🏽🇺🇸 https://t.co/UAdK9Nh66W","37.1384173, -94.4943825",37.1384173,-94.4943825,football,Wed Oct 24 04:21:10 +0000 2018,1054950904762458112,training 
20,0.2023,0.0,0.917,0.083,"RT @jryancasey: 2A football top 5 this week:
1. La Junta
2. Platte Valley
3. Resurrection Christian
4. Bayfield
5. Salida
#copreps","37.9850091, -103.5438321",37.9850091,-103.5438321,football,Wed Oct 24 04:21:10 +0000 2018,1054950903860539392,"La Junta, CO"
21,0.0,0.0,1.0,0.0,RT @PFTCommenter: FOOTBALL GUY https://t.co/iC7WGByCVg,"40.7127753, -74.0059728",40.7127753,-74.0059728,football,Wed Oct 24 04:21:09 +0000 2018,1054950899431419904,New York
