,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
2,0.9347,0.0,0.497,0.503,@pearlandpetal Sounds like RRHS is in the playoffs! Congratulations and best of luck to the football team! #GoPirates,"41.4768217, -81.8497567",41.4768217,-81.8497567,football,Sat Oct 27 19:30:42 +0000 2018,1056266958889537539,"Rocky River, OH"
4,0.5719,0.0,0.684,0.316,Football with my Sadie Bug. Perfect. #gocougs #BYUfootball https://t.co/wjR5knyqrd,"40.4276643, -111.891787",40.4276643,-111.891787,football,Sat Oct 27 19:30:41 +0000 2018,1056266957144522753,"Silicon Slopes, UT"
5,0.0,0.0,1.0,0.0,"The Central Section football playoffs have been announced.
Here is the D-VI seeding and first round match-ups next… https://t.co/Y8lQ4TM6Qk","35.3732921, -119.0187125",35.3732921,-119.0187125,football,Sat Oct 27 19:30:41 +0000 2018,1056266954141458432,"Bakersfield, Calif."
6,0.0,0.0,1.0,0.0,RT @FSU_Barstool: The 2018 football season in a picture https://t.co/WnRNOPrRER,"36.778261, -119.4179324",36.778261,-119.4179324,football,Sat Oct 27 19:30:40 +0000 2018,1056266953558388737,"California, USA"
8,0.6369,0.0,0.846,0.154,RT @DevilsOfUnited: Robin van Persie has announced he will retire from football at the end of this season. One of the greatest signings in…,"13.0930409, 80.2621826",13.0930409,80.2621826,football,Sat Oct 27 19:30:40 +0000 2018,1056266953252196352,"Madurai/Chn, Tamil Nadu, India"
9,0.0,0.0,1.0,0.0,Calexico Bulldogs will travel to Claasical Academy in Friday.  1st Round of CIF Div 4 Football 🏈. https://t.co/IUUyWj7tfS,"32.6789476, -115.4988834",32.6789476,-115.4988834,football,Sat Oct 27 19:30:40 +0000 2018,1056266952845406213,"Calexico, CA"
10,0.0,0.0,1.0,0.0,"Tops/flops Angers-Lyon : l’entrée décisive de Memphis, Traoré plombe le Sco https://t.co/jYk1FBTpgx","48.856614, 2.3522219",48.856614,2.3522219,football,Sat Oct 27 19:30:40 +0000 2018,1056266952296030208,Paris
11,0.6124,0.0,0.808,0.192,RT @KySportInsiders: Couldn’t happen to a better program. They bashed us for years and now their football program is crashing as well as bu…,"41.91365529999999, -87.72016789999999",41.91365529999999,-87.72016789999999,football,Sat Oct 27 19:30:40 +0000 2018,1056266950869966854,The 606
13,0.0,0.0,1.0,0.0,Eric Taylor Holmes Tri Valley warriors Season 2 highlights https://t.co/lI82XN1JyE via @YouTube #Football… https://t.co/IzJjZFWGBp,"43.100903, -75.232664",43.100903,-75.232664,football,Sat Oct 27 19:30:39 +0000 2018,1056266949431320578,"Utica, NY"
15,0.0,0.0,1.0,0.0,"RT @MCFCVision: Benjamin Mendy on Pep:

“He works all the time, every day - I don’t think he sleeps! Every time football, football, footbal…","52.3555177, -1.1743197",52.3555177,-1.1743197,football,Sat Oct 27 19:30:39 +0000 2018,1056266948441448451,"England, United Kingdom"
