,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,[こんな結婚式は嫌だ]の[ファーストバイト]が分からない…。誰かやってみて！ #こんな◯◯はいやだ https://t.co/DNOU9f4wd6,"35.125801, -117.9859038",35.125801,-117.9859038,apple,Fri Oct 26 02:02:35 +0000 2018,1055640805002506240,"California City, CA"
1,0.7783,0.072,0.621,0.307,"Apple CEO Tim Cook warned Silicon Valley companies to treat customer data ""like the precious cargo as it is"" at a p… https://t.co/Mh4v3dR1a1","51.0486151, -114.0708459",51.0486151,-114.0708459,apple,Fri Oct 26 02:02:35 +0000 2018,1055640803794534401,Calgary
3,0.0,0.0,1.0,0.0,"RT @AClassProphecy: .. PRE-order for “I 4 Eye” NOW AVAILABLE In ITunes Store ‼️🎵🕴🏾 

I 4 Eye by Prophetic Tye https://t.co/CS1Lylz0Zo 🌟‼️🎵…","32.2226066, -110.9747108",32.2226066,-110.9747108,apple,Fri Oct 26 02:02:34 +0000 2018,1055640802905321473,"Tucson, AZ"
5,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","39.9441918, -83.042247",39.9441918,-83.042247,apple,Fri Oct 26 02:02:34 +0000 2018,1055640802658058240,kookie's place
6,0.0,0.0,1.0,0.0,@YungNeckass you might get your iPad https://t.co/VAl8JweJoL,"33.946647, -118.3848014",33.946647,-118.3848014,apple,Fri Oct 26 02:02:34 +0000 2018,1055640802074988544,Gallifrey
8,0.6194,0.0,0.798,0.202,RT @Gwenda: Psst new ⁦@cultfaves⁩ where something new leads ⁦@thecherness⁩ to something very old and fascinating! https://t.co/oCiWNX7Gk2,"37.09024, -95.712891",37.09024,-95.712891,apple,Fri Oct 26 02:02:34 +0000 2018,1055640800758038529,DC
10,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","36.355503, -94.11977139999999",36.355503,-94.11977139999999,apple,Fri Oct 26 02:02:34 +0000 2018,1055640799927447554,+62
11,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","40.7127753, -74.0059728",40.7127753,-74.0059728,apple,Fri Oct 26 02:02:33 +0000 2018,1055640798681878528,"New York, USA"
12,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","56.130366, -106.346771",56.130366,-106.346771,apple,Fri Oct 26 02:02:33 +0000 2018,1055640798631362560,Canada🇨🇦
13,0.0,0.0,1.0,0.0,"RT @shibuyakeizai: #渋谷 #公園通り の「#Apple渋谷 」がリニューアルオープンしました！
https://t.co/uj0L2lOiH3
#iPhoneXR 発売ということもあり、早朝から約700人が並びました。

#Apple #shibuya #渋…","35.6581581, 139.6971764",35.6581581,139.6971764,apple,Fri Oct 26 02:02:33 +0000 2018,1055640797402427393,東京都渋谷区道玄坂2-10-7　新大宗ビル1F
14,-0.4753,0.157,0.754,0.089,"RT @NOTpodcast1: New #podcast Episode 64 Money Killed The Mafia! The boys are all back, yes even D-Rock, and are joined by Steve from @Dinn…","37.09024, -95.712891",37.09024,-95.712891,apple,Fri Oct 26 02:02:33 +0000 2018,1055640797020909570,U.S.A.
17,-0.9081,0.559,0.441,0.0,Man accused of killing teen convicted of raping her - ABC News https://t.co/xWe7lEGDbM,"38.8048355, -77.0469214",38.8048355,-77.0469214,apple,Fri Oct 26 02:02:33 +0000 2018,1055640796672782336,"Alexandra, Va."
18,0.0,0.0,1.0,0.0,"RT @statsCL: iTunes Philippines 🇵🇭 

#3 DOPENESS (feat. CL) [+3] *new peak*

https://t.co/SE7tPI40NU","15.870032, 100.992541",15.870032,100.992541,apple,Fri Oct 26 02:02:33 +0000 2018,1055640796282540032,Thailand
19,0.0,0.0,1.0,0.0,"RT @btschartdata: 🌎iTunes WW:

#1 mono. (=) https://t.co/eLgGYG6EEC","43.06461470000001, 141.3468074",43.06461470000001,141.3468074,apple,Fri Oct 26 02:02:33 +0000 2018,1055640795590447104,"Hokkaido, Japan"
20,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","37.3835507, -122.0095977",37.3835507,-122.0095977,apple,Fri Oct 26 02:02:33 +0000 2018,1055640795519299584,my bed
22,0.7964,0.0,0.679,0.321,"RT @cnni: Being gay is ""God's greatest gift to me,"" says Apple CEO Tim Cook https://t.co/UjoQnIQ5gz https://t.co/9Z7PEG0TTu","30.4514677, -91.18714659999999",30.4514677,-91.18714659999999,apple,Fri Oct 26 02:02:32 +0000 2018,1055640793493442561,"Baton Rouge, LA"
23,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","46.2305049, -119.0922316",46.2305049,-119.0922316,apple,Fri Oct 26 02:02:32 +0000 2018,1055640792146960384,Pasco Washington
24,0.0,0.0,1.0,0.0,"RT @Shazam: #WasteItOnMe by @steveaoki and @BTS_twt is here!!!! 🔥 🔥🔥

Stream on @AppleMusic and #ShazamWasteItOnMe ---&gt; https://t.co/SIl8yQ…","45.41878819999999, -75.7015574",45.41878819999999,-75.7015574,apple,Fri Oct 26 02:02:32 +0000 2018,1055640792126111744,So Far Away
25,0.0,0.0,1.0,0.0,RT @doctarm: ตอนนี่ Tim Cook อาจจะกำลังกรี๊ดอยู่ในสำนักงานใหญ่ Apple และบอกว่า ตรูไม่ได้ออกแบบโลโก้ Apple มาเป็นภาษาไทยมาให้พวกแกทำเป็นมีม…,"15.870032, 100.992541",15.870032,100.992541,apple,Fri Oct 26 02:02:32 +0000 2018,1055640791186497537,ประเทศไทย
