,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
2,0.0,0.0,1.0,0.0,"RT @btschartdata: 🌎iTunes WW:

#1 mono. (=) https://t.co/eLgGYG6EEC","28.394857, 84.12400799999999",28.394857,84.12400799999999,apple,Fri Oct 26 02:33:48 +0000 2018,1055648662888595456,Nepal
6,0.3818,0.0,0.854,0.146,"RT @Jeff__Benjamin: ""NAMANANA,"" the title track and lead single off @LAY_zhang_'s new album, has entered the Top 20 of U.S. @iTunes Top Son…","12.9715987, 77.5945627",12.9715987,77.5945627,apple,Fri Oct 26 02:33:48 +0000 2018,1055648659512029184,"Bangalore, Karnataka, India"
9,0.0,0.0,1.0,0.0,"RT @ShadyMixerFacts: .@LittleMix’s new single #WomanLikeMe feat. @NICKIMINAJ is out now! 🖤 

🌹 iTunes: https://t.co/tRMVdJhLHc
🌹 Spotify: h…","23.634501, -102.552784",23.634501,-102.552784,apple,Fri Oct 26 02:33:47 +0000 2018,1055648658883047425,México 🇲🇽
10,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","35.1595454, 126.8526012",35.1595454,126.8526012,apple,Fri Oct 26 02:33:47 +0000 2018,1055648657876299776,광주광역시
13,-0.4215,0.189,0.811,0.0,"RT @btschartdata: 🌎iTunes WW:

#2 Waste It On Me (feat. BTS) (NEW) https://t.co/rhxHiMjg0m","28.394857, 84.12400799999999",28.394857,84.12400799999999,apple,Fri Oct 26 02:33:47 +0000 2018,1055648655867342848,Nepal
14,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","42.3600825, -71.0588801",42.3600825,-71.0588801,apple,Fri Oct 26 02:33:47 +0000 2018,1055648655506436096,Ma City
17,-0.4215,0.167,0.833,0.0,"RT @btschartdata: iTunes UK:

#4 Waste It On Me (feat. BTS) (+2) *new peak* https://t.co/rhxHiMjg0m","49.2827291, -123.1207375",49.2827291,-123.1207375,apple,Fri Oct 26 02:33:46 +0000 2018,1055648653488975872,"Vancouver, British Columbia"
22,0.0,0.0,1.0,0.0,@Apple how about making cords that last as long as the phone does,"33.7700504, -118.1937395",33.7700504,-118.1937395,apple,Fri Oct 26 02:33:46 +0000 2018,1055648651668729856,"Long Beach, CA"
27,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","39.8743959, -75.2424229",39.8743959,-75.2424229,apple,Fri Oct 26 02:33:44 +0000 2018,1055648645800808450,PHL
30,0.6124,0.0,0.808,0.192,RT @preznamjoon: ARMY  #WasteItOnMe is added to Apple Music’s biggest playlist- Today’s Hits. Please stream it from here and help it go hig…,"39.3209801, -111.0937311",39.3209801,-111.0937311,apple,Fri Oct 26 02:33:44 +0000 2018,1055648645469466624,Utah
33,-0.4215,0.127,0.82,0.053,RT @katmiriamxo: Yall not seeing man’s eyes? He all levels of heart broken and he just want his cinnamon apple back https://t.co/mxguKGj61z,"47.159699, -122.43313",47.159699,-122.43313,apple,Fri Oct 26 02:33:44 +0000 2018,1055648643250716672,Dream Girls @ Fox’s
35,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","34.0522342, -118.2436849",34.0522342,-118.2436849,apple,Fri Oct 26 02:33:43 +0000 2018,1055648641455554560,"Los Angeles, CA"
40,-0.4215,0.219,0.781,0.0,"RT @btschartdata: iTunes Australia:

#5 Waste It On Me (NEW) https://t.co/rhxHiMjg0m","37.750381, -97.3242332",37.750381,-97.3242332,apple,Fri Oct 26 02:33:43 +0000 2018,1055648638855086080,BTS 
41,0.0,0.0,1.0,0.0,@Apple ❤️,"33.5968913, -117.6581562",33.5968913,-117.6581562,apple,Fri Oct 26 02:33:42 +0000 2018,1055648637580075010,"Mission Viejo,CA"
42,0.0,0.0,1.0,0.0,"RT @aichan_nel: 【オフィシャルWeb抽選先行、予約開始！】

『Kizuna AI 1st Live“hello, world”』

12/29(土)：Zepp DiverCity (東京)
12/30(日)：Zepp Osaka Bayside

🔽🔽先行予約…","35.7756644, 139.8044788",35.7756644,139.8044788,apple,Fri Oct 26 02:33:42 +0000 2018,1055648637185753088,東京 足立区
43,0.4574,0.0,0.864,0.136,"RT @btsanalytics: Stream #WasteItOnMe by Steve Aoki (feat. @BTS_twt) on Apple Music now to help it enter Global charts! 

 https://t.co/tAm…","23.634501, -102.552784",23.634501,-102.552784,apple,Fri Oct 26 02:33:42 +0000 2018,1055648637043138560,México
44,0.0,0.0,1.0,0.0,"RT @AppleMusic: Another🔥collab from @steveaoki x @BTS_twt. Listen to #WasteItonMe.
https://t.co/NlWZYv1ghd","-32.522779, -55.765835",-32.522779,-55.765835,apple,Fri Oct 26 02:33:42 +0000 2018,1055648636783284224,Uruguay
46,0.0,0.0,1.0,0.0,Me mama que suena como mi estómago se siente ahorita. 🤢🤢🤢 https://t.co/5VrWwghoRT,"23.634501, -102.552784",23.634501,-102.552784,apple,Fri Oct 26 02:33:42 +0000 2018,1055648636560961541,Mexico
47,0.2905,0.0,0.865,0.135,RT @LMJP03: US monsters! Buy #Shallow on iTunes! We want her back at #1!  https://t.co/rZ3qrx5FUn,"23.69781, 120.960515",23.69781,120.960515,apple,Fri Oct 26 02:33:42 +0000 2018,1055648635218608130,Taiwan 🇹🇼
