,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,-0.5719,0.144,0.856,0.0,"RT @trtworld: “Unfortunately, I think Donald Trump too often has helped to incite some of these feelings of anger, if not violence.” Home m…","30.375321, 69.34511599999999",30.375321,69.34511599999999,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668503003138,Pakistan
2,0.1531,0.159,0.588,0.253,"RT @RobertaSaidThat: Trump used $258,000 from his charity to settle legal problems  https://t.co/9MHBIXS6KD","39.0019867, -87.9089204",39.0019867,-87.9089204,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668435853312,"Oblong, Il."
3,-0.0516,0.115,0.778,0.107,"RT @BreitbartNews: ""All of this is coming from the same media who relentlessly attack Trump and his supporters, deliberately set them up fo…","50.8503463, 4.3517211",50.8503463,4.3517211,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668259774466,Brussels
4,-0.4019,0.114,0.886,0.0,RT @JasonBordoff: Tomorrow's the last day for public comments in Trump Admin's fuel economy rollback. One of their arguments is that shale…,"40.7448525, -73.99012139999999",40.7448525,-73.99012139999999,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668171653125,NYC-ish
5,0.0,0.0,1.0,0.0,"RT @drawandstrike: And now Papadopoulos and Page, the two former Trump campaign advisers that were supposedly right in the center of the be…","37.529724, -95.8324997",37.529724,-95.8324997,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668100349953,in the kitchen.
7,0.5994,0.0,0.766,0.234,I liked a @YouTube video https://t.co/K5eOdxA0BV Trump Supporter Calls Police On Black Lyft Driver For Not Turning On The Radio,"36.1699412, -115.1398296",36.1699412,-115.1398296,trump,Fri Oct 26 02:29:51 +0000 2018,1055647668012232704,"Las Vegas, NV"
9,0.3182,0.0,0.909,0.091,"RT @tribelaw: This is a huge, blatant LIE. And it’s been mimicked by GOP candidates everywhere (like McSally vs Sinema in the AZ Senate rac…","39.9375911, -77.6611022",39.9375911,-77.6611022,trump,Fri Oct 26 02:29:51 +0000 2018,1055647667613777925,"Chambersburg, Pa 17201"
11,-0.1027,0.134,0.709,0.157,RT @tribelaw: Trump’s new threat to seal the southern border to ALL entrants — including legal immigrants like asylum seekers — is obviousl…,"39.2903848, -76.6121893",39.2903848,-76.6121893,trump,Fri Oct 26 02:29:51 +0000 2018,1055647667286495233,"Baltimore, MD"
14,0.0,0.0,1.0,0.0,"RT @AynRandPaulRyan: If the Democrats take the house and subpoena Trump's tax returns, Newt Gingrich says it will go to SCOTUS ""and we'll s…","32.1656221, -82.9000751",32.1656221,-82.9000751,trump,Fri Oct 26 02:29:51 +0000 2018,1055647666804310017,"Georgia, USA"
17,-0.1779,0.095,0.837,0.068,RT @AdamSchiff: If there was any doubt that Trump chose Kavanaugh out of the long list recommended by the Federalist Society because of his…,"36.495276, -93.891198",36.495276,-93.891198,trump,Fri Oct 26 02:29:51 +0000 2018,1055647665529278464,Near the Chocolate
18,0.0,0.0,1.0,0.0,"RT @keithboykin: First he came for the Blacks
and I did not speak out
because I was not Black

Then he came for the Mexicans
and I did not…","34.9592083, -116.419389",34.9592083,-116.419389,trump,Fri Oct 26 02:29:51 +0000 2018,1055647665218678784,Southern California
19,-0.4404,0.104,0.896,0.0,"RT @coleyworld: Today’s fuckery count:
1. Bombs sent to lots of people Trump hates
2. Dow drops 600 points
3. Mass shooting 
4. Big story a…","47.8209301, -122.3151314",47.8209301,-122.3151314,trump,Fri Oct 26 02:29:51 +0000 2018,1055647665101320192,"Lynnwood, WA"
21,0.128,0.0,0.923,0.077,"RT @Scavino45: Tonight, President Donald J. Trump, joined by Defense Secretary James Mattis, attends a reception commemorating the 35th Ann…","27.6648274, -81.5157535",27.6648274,-81.5157535,trump,Fri Oct 26 02:29:50 +0000 2018,1055647664954576897,"Florida, USA"
22,0.2212,0.108,0.74,0.152,"RT @ANTITRUMPMVMT: No One Wanted Trump’s Portrait So His Charity Had to Buy It, Lawyer Says https://t.co/tZTuENCf5c","45.140245, -89.15233529999999",45.140245,-89.15233529999999,trump,Fri Oct 26 02:29:50 +0000 2018,1055647664400850944,ANTIGOPMVMT@outlook.com
23,-0.4497,0.159,0.751,0.089,"RT @DeadlineWH: ""Donald Trump did not mail the bombs but he created the atmosphere where a sick person would look at those individuals and…","40.4172871, -82.90712300000001",40.4172871,-82.90712300000001,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663885115392,Ohio
25,0.4019,0.096,0.731,0.174,@impatientdad @NYDailyNews That's part of the beauty of Trump. The left keeps exposing their wretchedness and getti… https://t.co/UCnwmEDHRC,"37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663553531906,United States
26,0.4215,0.0,0.797,0.203,"FDA Approved ""Red Pill"" for TDS - Trump Derangement Syndrome https://t.co/pVybOfRN40 via @YouTube😁😁😁","34.0489281, -111.0937311",34.0489281,-111.0937311,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663549366272,AZ
27,-0.6705,0.208,0.792,0.0,"RT @NBCLatino: About 4 in 10 Hispanics say they've either been called offensive names, told to go back to their country, been criticized fo…","43.8041334, -120.5542012",43.8041334,-120.5542012,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663482265600,"Oregon, USA"
28,0.4019,0.0,0.895,0.105,"RT @adamcbest: C’mon, Caitlyn Jenner, you did not think Donald Trump would help trans people. He picked Mike Pence as his veep, for chrissa…","43.653226, -79.3831843",43.653226,-79.3831843,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663465541632,"Toronto, Canada"
29,-0.25,0.19,0.686,0.124,"Part of me just had the complete uneasy sense of fear that if the Democrats win the House and/or the Senate, and th… https://t.co/U9k1B1j2BS","36.7435531, -95.9359977",36.7435531,-95.9359977,trump,Fri Oct 26 02:29:50 +0000 2018,1055647663117533185,Here. 
30,-0.4215,0.167,0.833,0.0,"RT @millymoll171: @chrisehyman @clairecmc Remember remember #6thNovember
#taxes #Tyrany #terror
And #CultureOfCorruption lies
Erasing #Obam…","33.7885717, -117.8156944",33.7885717,-117.8156944,trump,Fri Oct 26 02:29:50 +0000 2018,1055647662991597568,Boba tea bar in CA-49
33,-0.4588,0.273,0.727,0.0,Desantis snubbed Trump. He deserves what he gets. https://t.co/ZDXhqOqOPj,"31.9685988, -99.9018131",31.9685988,-99.9018131,trump,Fri Oct 26 02:29:50 +0000 2018,1055647662807097346,Texas
34,0.2023,0.0,0.924,0.076,"RT @votevets: The refugees have months of walking before reaching the border - if they make it. 

Our military can't do more than logistics…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 02:29:50 +0000 2018,1055647662089871367,United States
35,-0.5267,0.139,0.861,0.0,"@ClintonServer @sweengin Oh, so he just has a bunch of crooks and liars on his team that do business with Russia. M… https://t.co/NwSgUYrVkf","34.2804923, -119.2945199",34.2804923,-119.2945199,trump,Fri Oct 26 02:29:50 +0000 2018,1055647661787738113,"Ventura, CA"
36,0.3612,0.059,0.814,0.127,"RT @Headsnipe011: Under President Trump’s leadership, the United States has imposed historic sanctions on Hizballah and its chief ally: the…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 02:29:50 +0000 2018,1055647661246734336,United States
37,-0.25,0.08,0.92,0.0,RT @robreiner: A fish stinks from the head. Nov.6 Trump is on the ballot. Climate change is on the ballot. Pre-existing conditions are on t…,"40.7127753, -74.0059728",40.7127753,-74.0059728,trump,Fri Oct 26 02:29:50 +0000 2018,1055647661217464320,"New York, NY"
39,0.0,0.0,1.0,0.0,RT @girlsreallyrule: Trump has not contacted Clinton or Obama or any of the other intended targets of the pipe-bombs. Can you imagine-a cur…,"35.20105, -91.8318334",35.20105,-91.8318334,trump,Fri Oct 26 02:29:50 +0000 2018,1055647661209145345,"Arkansas, USA"
40,0.5766,0.115,0.654,0.231,"RT @MikeTokes: WOW: Hate ads are being ran in NYC that call for the removal of ""trash"" which depicts Christians and Trump supporters.

This…","27.6648274, -81.5157535",27.6648274,-81.5157535,trump,Fri Oct 26 02:29:50 +0000 2018,1055647661091635200,"Florida, USA"
42,-0.2047,0.094,0.848,0.058,"RT @peterdaou: I want to say something about the Never Trump Republicans (and former Republicans). We'll never agree on everything, and pro…","52.2214669, -2.251899",52.2214669,-2.251899,trump,Fri Oct 26 02:29:49 +0000 2018,1055647660680593409,The Forest; In hallow log.
43,0.0,0.0,1.0,0.0,RT @criticolombia: Mi próximo voto para el 2022 será por alguien como Trump o Bolsonaro porque desgraciadamente jamás tendremos a otro Urib…,"4.710988599999999, -74.072092",4.710988599999999,-74.072092,trump,Fri Oct 26 02:29:49 +0000 2018,1055647660542169088,"Bogotá, DC, Colombia"
44,-0.1779,0.095,0.837,0.068,RT @AdamSchiff: If there was any doubt that Trump chose Kavanaugh out of the long list recommended by the Federalist Society because of his…,"34.9724513, -87.36923519999999",34.9724513,-87.36923519999999,trump,Fri Oct 26 02:29:49 +0000 2018,1055647660537827328,"Bear dens, lion dens "
46,0.6908,0.051,0.741,0.209,"RT @StormIsUponUs: If Q never posted again:
🇶we'd know Trump is safe
🇶be able to spot Deep State tricks
🇶know who to trust
🇶recognize MSM l…","33.7489954, -84.3879824",33.7489954,-84.3879824,trump,Fri Oct 26 02:29:49 +0000 2018,1055647660353486848,Atlanta Georgia. 
50,-0.5664,0.206,0.794,0.0,RT @Mardigroan: Some fault progressives who sometimes RT anti-Trump conservatives. It's not an unqualified endorsement of all of that perso…,"42.331427, -83.0457538",42.331427,-83.0457538,trump,Fri Oct 26 02:29:49 +0000 2018,1055647660185661440,Detroit
54,-0.1027,0.104,0.896,0.0,"@elliswyatt11 @michaelleves @DeanHeller @LindseyGrahamSC @SenCoryGardner Nah, trump repeats everything he hears on… https://t.co/azVtsxKDwB","38.8026097, -116.419389",38.8026097,-116.419389,trump,Fri Oct 26 02:29:49 +0000 2018,1055647659841617920,"Nevada, USA"
55,-0.4404,0.176,0.73,0.094,Trump officials have barred health experts from helping end one of the worst Ebola outbreaks in history https://t.co/b8atu4AdaG #SmartNews,"41.6032207, -73.087749",41.6032207,-73.087749,trump,Fri Oct 26 02:29:49 +0000 2018,1055647659711586304,Connecticut/Maine
56,-0.296,0.087,0.913,0.0,RT @chelseahandler: It is the responsibility of all our news groups to stop airing Trump’s rallies. These rallies are not news. They are in…,"43.6590993, -70.2568189",43.6590993,-70.2568189,trump,Fri Oct 26 02:29:49 +0000 2018,1055647659690745856,"Portland, Maine"
57,-0.7828,0.351,0.55,0.099,"The party that blames Trump for the violence 

Maxine Waters: “Tell them they’re not welcome anymore, anywhere!”
Co… https://t.co/DH2qb2gUrH","32.1656221, -82.9000751",32.1656221,-82.9000751,trump,Fri Oct 26 02:29:49 +0000 2018,1055647659556569088,Georgia
58,-0.0633,0.163,0.685,0.152,RT @TheGoodGodAbove: Anybody that says they’re a Christian but they still support Donald Trump is completely full of crap.,"37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 02:29:49 +0000 2018,1055647659552399367,United States
