,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,-0.6801,0.294,0.614,0.092,RT @PalmerReport: Donald Trump gives utterly horrible speech after FBI arrests Trump supporter for sending bombs https://t.co/TrafDsFQGi,"40.1672068, -105.1019275",40.1672068,-105.1019275,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576568410112,Longmont
1,0.6505,0.092,0.659,0.25,RT @gatewaypundit: WINNING!! Third Quarter GDP at 3.5% - President Trump Continues to Reduce US Debt to GDP - Something Obama Increased by…,"37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576513867776,United States
4,0.0,0.0,1.0,0.0,@charliekirk11 @realDonaldTrump I wonder if they know that when he was younger @realDonaldTrump used to collude wit… https://t.co/q9d29tV5Sd,"40.7127753, -74.0059728",40.7127753,-74.0059728,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576329449473,New York City
5,-0.0258,0.108,0.788,0.103,"RT @thepaperword: Bombing suspect is Cesar Sayoc Jr, a 56-year-old Florida man.

- He’s a registered Republican.
- He’s a Trump supporter a…","37.0341738, -95.61790189999999",37.0341738,-95.61790189999999,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576279191552,Utopia
6,0.0,0.0,1.0,0.0,"RT @The_UnSilent_: FACTS:

Jobs added:
Bill Clinton - 21.5 million 
Barack Obama - 17.3 million 
*Trump - 3.8 million (15.2 million pace)…","48.0400945, -122.406257",48.0400945,-122.406257,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576203501568,"Langley, Washington"
8,-0.5106,0.148,0.852,0.0,"😎 bitchy | Donald Trump got up at 3 am to hate-tweet CNN, and more pipe bombs were found #Celebrity #Go #Gossip
https://t.co/xYEHNnFCBc","41.0082376, 28.9783589",41.0082376,28.9783589,trump,Fri Oct 26 18:43:02 +0000 2018,1055892576098807810,"İstanbul, Türkiye"
10,-0.6037,0.146,0.854,0.0,"RT @InspiringU2: MOMENT AGO...

TRUMP SAID,  ""THIS BOMB STUFF"".

He continues to stoke the fires.

He has not yet, called 
for an ABRUPT ST…","40.8447819, -73.8648268",40.8447819,-73.8648268,trump,Fri Oct 26 18:43:02 +0000 2018,1055892575960399873,"Bronx, NY"
12,0.0,0.0,1.0,0.0,"RT @LauraLoomer: Where can I get some nature proof Trump stickers? 

You know, stickers that look brand new in the Florida sun. Stickers th…","40.0583238, -74.4056612",40.0583238,-74.4056612,trump,Fri Oct 26 18:43:02 +0000 2018,1055892575666823168,"New Jersey, USA"
13,-0.7964,0.253,0.747,0.0,"RT @brycetache: At 3 in the morning, days after an unknown terrorist sent bombs to Democrats and the press, Trump is denying the seriousnes…","44.977753, -93.2650108",44.977753,-93.2650108,trump,Fri Oct 26 18:43:02 +0000 2018,1055892575520022528,"Minneapolis, MN"
17,0.128,0.085,0.813,0.102,RT @Patrici15767099: Of course they over did the pro-Trump stickers. It is a con job to blame it on Trump and make his supporters look bad.…,"37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574999736320,USA
18,-0.296,0.091,0.909,0.0,"RT @GartrellLinda: Thoughts to ponder about #FakeBomber.
1) Stickers appear to be new w no fading or vandalism from a loony lib.
2) His twi…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574966231040,USA
19,0.6682,0.0,0.793,0.207,"RT @ThomasEWoods: First time I've ever received a text message -- so obviously a matter of great urgency -- from @LPNational, and it's to t…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574916014080,United States
20,0.0,0.0,1.0,0.0,RT @DailyCaller: White House Officially Invites Putin To Washington https://t.co/kPNc29Feim https://t.co/9bWfQB80ae,"37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574869876736,United States
21,-0.1779,0.207,0.61,0.183,"RT @activist360: With the arrest of #MAGABomber Cesar Sayoc Jr., a man inspired by Trump to commit multiple assassinations — if you are a T…","33.7489954, -84.3879824",33.7489954,-84.3879824,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574861443073,"Atlanta, GA"
22,-0.765,0.32,0.68,0.0,RT @GeraldoRivera: #CesarSayoc has long criminal history of extremist behavior-like his 2002 bomb threats-which predate @realDonaldTrump’s…,"37.8271784, -122.2913078",37.8271784,-122.2913078,trump,Fri Oct 26 18:43:02 +0000 2018,1055892574806827008,East San Francisco Bay Area
