,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,-0.4767,0.129,0.871,0.0,"RT @TheRickWilson: ""These bombs targeting Hillary and Obama are a fake news stunt,"" say people who thought Hillary ran a child sex ring fro…","41.8781136, -87.6297982",41.8781136,-87.6297982,pizza,Wed Oct 24 19:52:28 +0000 2018,1055185273204674560,Somewhere near Chicago
3,-0.4767,0.129,0.871,0.0,"RT @TheRickWilson: ""These bombs targeting Hillary and Obama are a fake news stunt,"" say people who thought Hillary ran a child sex ring fro…","30.42130899999999, -87.2169149",30.42130899999999,-87.2169149,pizza,Wed Oct 24 19:52:26 +0000 2018,1055185266644803584,"Pensacola, FL"
4,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"43.653226, -79.3831843",43.653226,-79.3831843,pizza,Wed Oct 24 19:52:26 +0000 2018,1055185266376404997,"Toronto, Ontario"
6,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","37.09024, -95.712891",37.09024,-95.712891,pizza,Wed Oct 24 19:52:25 +0000 2018,1055185260898648064,USA
8,0.0,0.0,1.0,0.0,RT @el25villero: Se dan cuenta de lo importante que es el coso de la pizza? https://t.co/tU0VLzlBue,"-40.1572103, -71.3524436",-40.1572103,-71.3524436,pizza,Wed Oct 24 19:52:23 +0000 2018,1055185254867189760,"San Martín de los Andes, Argen"
9,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","49.2827291, -123.1207375",49.2827291,-123.1207375,pizza,Wed Oct 24 19:52:23 +0000 2018,1055185253763997696,Vancouver 
10,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","40.6331249, -89.3985283",40.6331249,-89.3985283,pizza,Wed Oct 24 19:52:23 +0000 2018,1055185253395021829,land o' lincoln
11,0.0772,0.093,0.802,0.105,"@MotherJones just like the man that droves hundreds of miles to the DC restaurant and brought a weapon.
you might r… https://t.co/MzvTTjWm0g","38.9071923, -77.0368707",38.9071923,-77.0368707,pizza,Wed Oct 24 19:52:22 +0000 2018,1055185250588999681,"District of Columbia, USA"
14,-0.8396,0.391,0.609,0.0,working at a pizzeria made me hate pizza not even kidding it’s just so gross to me now,"43.0730517, -89.4012302",43.0730517,-89.4012302,pizza,Wed Oct 24 19:52:20 +0000 2018,1055185241583820801,cait hal madison
15,-0.5994,0.245,0.755,0.0,Ich mag das @YouTube-Video: https://t.co/Gb0EUjjQO7 Wie schmeckt die PIZZA von CONCRAFTER(Luca)?🤔(Ich probiere Essen🤤),"51.165691, 10.451526",51.165691,10.451526,pizza,Wed Oct 24 19:52:19 +0000 2018,1055185236374495232,Deutschland
