,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,-0.4588,0.375,0.625,0.0,RT @guardian_sport: Penalty to Liverpool... https://t.co/sWhKsvew12,"-35.2809368, 149.1300092",-35.2809368,149.1300092,football,Wed Oct 24 20:10:17 +0000 2018,1055189758018707456,Canberra
2,-0.3612,0.28,0.72,0.0,RT @azpifc: I refuse to believe this is a serious football player https://t.co/OXmVMLplwq,"51.5073509, -0.1277583",51.5073509,-0.1277583,football,Wed Oct 24 20:10:17 +0000 2018,1055189757175783426,"London, England"
3,0.8374,0.0,0.669,0.331,"RT @barcaroyals: Who is the best player in the world in football history ?

RT Messi

FAV Cristiano https://t.co/5kvu8QNslK","48.117266, -1.6777926",48.117266,-1.6777926,football,Wed Oct 24 20:10:16 +0000 2018,1055189755724554245,"Rennes, France"
5,0.4939,0.0,0.861,0.139,RT @madiidrew: my dad to my 9y/o brother: all you do is sit and watch videos of people playing video games.. why don’t you just play the ga…,"36.0542329, -94.18169400000001",36.0542329,-94.18169400000001,football,Wed Oct 24 20:10:16 +0000 2018,1055189754365521925,The DM(V) 
6,-0.5093,0.202,0.798,0.0,The game’s gone. Sums up modern day football. How is that a penalty !? #Liverpool,"51.615786, -0.262034",51.615786,-0.262034,football,Wed Oct 24 20:10:16 +0000 2018,1055189752050257922,Edgware
7,-0.296,0.165,0.714,0.12,"Utah will wear helmet decals to honor Lauren McCluskey, the late track star who was murdered in a campus shooting t… https://t.co/qMbbw9mdEP","40.7127753, -74.0059728",40.7127753,-74.0059728,football,Wed Oct 24 20:10:15 +0000 2018,1055189750628446208,"New York, NY"
8,0.0693,0.243,0.547,0.21,I’m not even a Liverpool fan but I’m enjoying Liverpool’s football :( especially Shaqiri and Bobby,"-29.85868039999999, 31.0218404",-29.85868039999999,31.0218404,football,Wed Oct 24 20:10:15 +0000 2018,1055189750489980928,"Durban, South Africa"
10,-0.4404,0.293,0.707,0.0,Mane you are an utter Embarrassment to football,"42.6159285, -70.6619888",42.6159285,-70.6619888,football,Wed Oct 24 20:10:15 +0000 2018,1055189748724260867,Gloucester
11,0.6588,0.0,0.769,0.231,Visit MobiCU (our branch on wheels) at the Stanford Football Fan Fest this Saturday for freebies and giveaways! We’… https://t.co/ZDvIFwF8Ks,"37.4418834, -122.1430195",37.4418834,-122.1430195,football,Wed Oct 24 20:10:15 +0000 2018,1055189748237635590,"Palo Alto, CA"
13,0.0,0.0,1.0,0.0,RT @viveremlondres: Gostamos de todos clubes de football mas amar nos amamos só 1 ! O autêntico #saopaulofc #spfc #instagram #viveremlondre…,"-23.5505199, -46.63330939999999",-23.5505199,-46.63330939999999,football,Wed Oct 24 20:10:15 +0000 2018,1055189748149575681,"São Paulo, Brasil"
