,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
2,0.0,0.0,1.0,0.0,https://t.co/MbmpYvt5Fl An eternal green apple #eternal #green #apple 2,"35.6050574, 140.1233063",35.6050574,140.1233063,apple,Sat Oct 20 19:38:45 +0000 2018,1053732269888696320,Chiba.Japan.
3,-0.4215,0.149,0.851,0.0,Hundreds of thousands march in London for second Brexit vote - They got duped the first time.  https://t.co/O0zvNLelrD,"37.09024, -95.712891",37.09024,-95.712891,apple,Sat Oct 20 19:38:45 +0000 2018,1053732269658177536,United States
7,0.8591,0.0,0.571,0.429,"@chaosyngularity A soft chuckle left his lips and Siegfried nodded.

""I'm sure they'd appreciate you sharing with t… https://t.co/f26AyFJ3kx","36.13981, -96.108891",36.13981,-96.108891,apple,Sat Oct 20 19:38:42 +0000 2018,1053732260321607680,N/A
8,0.6337,0.0,0.725,0.275,RT @yourbros20: WHAT JUICE BETTER THAN APPLE JUICE ??? I'll wait 😴..,"42.1014831, -72.589811",42.1014831,-72.589811,apple,Sat Oct 20 19:38:42 +0000 2018,1053732259491184642,Springfield 
11,0.0,0.0,1.0,0.0,"Our dinner specials tonight are:
• Crab stuffed scallops - Appetizer 
• Open faced turkey sandwich served with mash… https://t.co/POVcA5czvG","39.5062108, -77.6524907",39.5062108,-77.6524907,apple,Sat Oct 20 19:38:41 +0000 2018,1053732254973878272,"Boonsboro, MD"
12,0.2023,0.0,0.913,0.087,"RT @judyannewolff: Alpine Train 3D - top scenic railroad simulator game for kids by Jeremy Horton 🚂🚂🚂🚂🚂 

#trainapps #traingames #trains #c…","51.454513, -2.58791",51.454513,-2.58791,apple,Sat Oct 20 19:38:41 +0000 2018,1053732254097309701,Bristol UK
13,0.0,0.0,1.0,0.0,"RT @MrSaa3d: برنامج فكرته مجنونه 

اي احد يحرك جهازك او يلمسه راح يرن جهازك بصوت قوي جداً 🔔 

مثلاً تفعله وقت النوم ، و أي أحد يحاول انه يح…","24.7135517, 46.6752957",24.7135517,46.6752957,apple,Sat Oct 20 19:38:41 +0000 2018,1053732253468102658,الرياض
16,0.0,0.0,1.0,0.0,Why 1/4 of Apple Employees Are Deleting Their Facebook Accounts - https://t.co/C21AcNNLId,"43.0389025, -87.9064736",43.0389025,-87.9064736,apple,Sat Oct 20 19:38:39 +0000 2018,1053732246904016899,"Milwaukee, WI"
17,0.0,0.0,1.0,0.0,"My track ""Leagues Away"" will be coming out with @arcturuscltve on Soundcloud tomorrow! The release for Spotify, App… https://t.co/T9GUGM31Ca","47.6062095, -122.3320708",47.6062095,-122.3320708,apple,Sat Oct 20 19:38:39 +0000 2018,1053732246559977472,"Seattle, WA"
18,-0.3182,0.113,0.887,0.0,RT @YeahJu: Apple Maps told me I had arrived my destination on the middle of the highway before smh https://t.co/DWjohJkxS5,"39.2903848, -76.6121893",39.2903848,-76.6121893,apple,Sat Oct 20 19:38:39 +0000 2018,1053732245972889601,Baltimore 
19,0.0,0.0,1.0,0.0,RT @ThatsJay7: Apple needa change FACETIME back to the way it was !!,"36.778261, -119.4179324",36.778261,-119.4179324,apple,Sat Oct 20 19:38:39 +0000 2018,1053732245486264320,"California, USA"
21,0.3818,0.0,0.822,0.178,RT @PETTYMAMII: Dear Apple... nobody uses the word “ducking” or “butch” ... NOBODY🗣,"42.4072107, -71.3824374",42.4072107,-71.3824374,apple,Sat Oct 20 19:38:38 +0000 2018,1053732243687030785,"Massachusetts, USA"
22,0.0,0.0,1.0,0.0,https://t.co/RfPSWYP8yw https://t.co/RfPSWYP8yw,"35.751179, -86.9300023",35.751179,-86.9300023,apple,Sat Oct 20 19:38:38 +0000 2018,1053732242650992647,"Spring Hill, TN"
23,0.6597,0.0,0.726,0.274,"RT @BTS_Billboard: [#mono Preparation]

ARMYs who DO NOT have:

Spotify
Apple Music
Tidal
Google Play
Amazon Music Unlimited

please create…","6.9214424, 122.0790267",6.9214424,122.0790267,apple,Sat Oct 20 19:38:38 +0000 2018,1053732242105593856,"Zamboanga City, Philippines"
