,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,Suman 12 los paquetes sospechosos enviados a críticos de Trump https://t.co/DOszmvM06K.,"10.4805937, -66.90360629999999",10.4805937,-66.90360629999999,trump,Fri Oct 26 17:44:35 +0000 2018,1055877866427166720,"Caracas, Venezuela"
2,0.0,0.0,1.0,0.0,"RT @PrisonPlanet: Cesar Sayoc - the alleged mail bomber - had Trump stickers all over his vehicle. But on Twitter, he only follows 32 peopl…","50.7487635, -2.3444786",50.7487635,-2.3444786,trump,Fri Oct 26 17:44:35 +0000 2018,1055877866293026818,dorset
3,0.0,0.0,1.0,0.0,"RT @francismmaxwell: So what? Just because the #MAGABomber attended trump rallies, had trump stickers covering every inch of his van &amp; atte…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 17:44:35 +0000 2018,1055877866209099776,America!
4,-0.3412,0.099,0.901,0.0,"RT @rolandscahill: A normal person sending unhinged tweets at 3:14am in the morning is never a good sign. When Donald Trump does it, it mea…","36.778261, -119.4179324",36.778261,-119.4179324,trump,Fri Oct 26 17:44:35 +0000 2018,1055877866137632768,California 
12,-0.4939,0.118,0.882,0.0,"RT @EdKrassen: If Hillary Clinton should be “locked up” for using a private email server that was not spied on by our enemies, then what ty…","40.7127753, -74.0059728",40.7127753,-74.0059728,trump,Fri Oct 26 17:44:34 +0000 2018,1055877865017929728,"New York, USA"
13,-0.9062,0.412,0.523,0.065,"RT @JimCarrey: Today they tried to murder two Presidents as well as public servants and journalists. Make no mistake, these terrorists were…","51.147427, -2.718454",51.147427,-2.718454,trump,Fri Oct 26 17:44:34 +0000 2018,1055877865013678081,"Glastonbury, UK"
15,0.0,0.0,1.0,0.0,@Aanklacht @JoostNiemoller Heeft Helemaal niks met Trump te maken,"42.211912, -86.301856",42.211912,-86.301856,trump,Fri Oct 26 17:44:34 +0000 2018,1055877864795631617,De goot
16,0.0,0.0,1.0,0.0,Our Senior Healthcare Policy Reporter @leonardkl joined @KHNews's What the Health podcast yesterday! Follow the lin… https://t.co/Yw8SnA0HQl,"38.9071923, -77.0368707",38.9071923,-77.0368707,trump,Fri Oct 26 17:44:34 +0000 2018,1055877864699105280,"Washington, D.C."
19,-0.6486,0.194,0.806,0.0,"RT @EdKrassen: BREAKING:
This is the bombing suspect, arrested in Plantation, Florida today:

His name is Cesar Sayoc Jr., and he is 56 yea…","41.60232449999999, -71.25032569999999",41.60232449999999,-71.25032569999999,trump,Fri Oct 26 17:44:34 +0000 2018,1055877864057389059,"Portsmouth, RI"
20,-0.4019,0.124,0.876,0.0,"RT @TheBeatWithAri: The FBI found Hillary Clinton’s email server was *not* hacked by foreign governments.

Donald Trump’s personal iPhone *…","36.1553918, -95.9847324",36.1553918,-95.9847324,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863919022080,NoVa
21,0.0,0.0,1.0,0.0,USA - - First Lady Melania Trump Prepares for Halloween at the White House 2018 - The White House - https://t.co/NcH1t9Czy8,"36.921433, -76.302356",36.921433,-76.302356,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863860305920,USA/NATO
22,0.0,0.0,1.0,0.0,"RT @Lmchristi1: Who knew the previously UNKNOWN #Maga bomber would be toodling around town in a massive rolling Trump Billboard?
🙋🏼‍♀️🙋🏼‍♀️…","30.35047509999999, -89.15281759999999",30.35047509999999,-89.15281759999999,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863818387456,Long beach MS
23,-0.6249,0.212,0.788,0.0,"RT @PalmerReport: Donald Trump’s day so far:

- #MAGABomber Cesar Sayoc arrested with pro-Trump propaganda all over his van
- Trump holds u…","44.0805434, -103.2310149",44.0805434,-103.2310149,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863679901697,"Rapid City, SD"
24,0.3182,0.0,0.897,0.103,RT @eugenegu: Of course the MAGAbomber is a middle aged white male who targeted many prominent black politcians from a white van plastered…,"43.8041334, -120.5542012",43.8041334,-120.5542012,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863537143809,Oregon
25,0.0,0.0,1.0,0.0,"https://t.co/RFNqgRX5U0 Trump recorta ayuda a Guatemala, Honduras y El Salvador #trending https://t.co/hmiqcRLkje","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863365373952,United States
26,0.5859,0.0,0.853,0.147,"RT @missomens: People saying they're not voting because they ""don't need to, he'll win anyway"", this is EXACTLY why Trump and Brexit happen…","39.7867023, -94.8478619",39.7867023,-94.8478619,trump,Fri Oct 26 17:44:34 +0000 2018,1055877863235301384,Greenhills
27,-0.6249,0.203,0.797,0.0,"RT @girlsreallyrule: The #MAGABomber suspect is Cesar Sayoc, who has several previous arrests. He was a regular on the Trump circuit and hi…","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862979502085,United States
28,0.0,0.0,1.0,0.0,"RT @The_UnSilent_: Meanwhile back in the land of hypocrisy @realDonaldTrump has held 14 rallies in the last 25 days, with 3 more scheduled…","42.8353619, -71.6489836",42.8353619,-71.6489836,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862945886209,"Milford, NH"
29,-0.2212,0.142,0.752,0.107,RT @Yamiche: President Trump just said black people appreciate more than most that prisoners are getting jobs and a “second chance.” Think…,"40.7127753, -74.0059728",40.7127753,-74.0059728,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862899834883,"New York, USA"
30,0.4576,0.0,0.87,0.13,"RT @Allen_Clifton: I am absolutely convinced if Jesus Christ, himself, came down and said Trump was sent by Satan, didn’t represent anythin…","47.7510741, -120.7401385",47.7510741,-120.7401385,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862895407104,Washington State
33,-0.7184,0.287,0.638,0.074,"RT @4uConservatives: Do you think Cesar Sayic is a crazy, right-wing, Trump supporter or is this the work of horribly desperate Leftists lo…","41.8616956, -88.1609031",41.8616956,-88.1609031,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862832644096,"Winfield, IL"
35,0.7269,0.0,0.756,0.244,"RT @stucam7771: None of us are surprised that the 'MAGABomber"" is an ardent Trump supporter.   

My concern is how Trump will whip up his b…","32.2226066, -110.9747108",32.2226066,-110.9747108,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862819909632,"Tucson, Arizona"
40,0.0,0.0,1.0,0.0,RT @SethHanlon: Lemme guess: @SpeakerRyan will claim he's been too deep in budget spreadsheets to have seen what Trump said today. https://…,"33.836081, -81.1637245",33.836081,-81.1637245,trump,Fri Oct 26 17:44:34 +0000 2018,1055877862601957377,"South Carolina, USA"
