,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.25,0.0,0.913,0.087,"Any former college football players who didn't get signed to an NFL/ CFL team, here's your chance to get signed by… https://t.co/Bacqt83fAx","35.5174913, -86.5804473",35.5174913,-86.5804473,football,Wed Oct 24 20:27:30 +0000 2018,1055194092832022529,Tennessee
1,0.4215,0.0,0.882,0.118,"RT @ScottTridge: I’ve concluded.. United have the oldest looking young team in world football. Don’t press, don’t run, don’t do anything. L…","-6.369028, 34.888822",-6.369028,34.888822,football,Wed Oct 24 20:27:30 +0000 2018,1055194091464638464,Tanzania
2,0.4939,0.0,0.826,0.174,"RT @ShawnOsimbo: When Top Europe Football Teams Play At The Same Time. This Is How You Watch 😂😂😂

#K24Sport #UCL @ChampionsLeague https://t…","-1.2920659, 36.8219462",-1.2920659,36.8219462,football,Wed Oct 24 20:27:30 +0000 2018,1055194090592190464,"Nairobi, Kenya"
3,0.0,0.0,1.0,0.0,@Big12Conference @ABCNetwork Hey @OU_Football I bet the Big Ten would have kickoffs later than 11 AM.,"32.7766642, -96.79698789999999",32.7766642,-96.79698789999999,football,Wed Oct 24 20:27:30 +0000 2018,1055194090357309442,"Dallas, TX"
4,0.4588,0.0,0.8,0.2,@domesticleft not to mention one usually thinks about football earlier in fall :),"40.2671941, -86.1349019",40.2671941,-86.1349019,football,Wed Oct 24 20:27:30 +0000 2018,1055194089388417024,Indiana
5,0.6997,0.0,0.756,0.244,"RT @NizaarKinsella: Sarri on whether Chelsea need to improve against top teams: ""For our football, it is very important to be close to the…","12.9715987, 77.5945627",12.9715987,77.5945627,football,Wed Oct 24 20:27:29 +0000 2018,1055194087261790208,"Bengaluru, India"
6,0.5622,0.0,0.794,0.206,"RT @three0five_: FIU STUDENTS

START SUPPORTING OUR FOOTBALL TEAM AND COME TO THE GAMES https://t.co/jmjuSppUe6","40.6985469, -73.9753052",40.6985469,-73.9753052,football,Wed Oct 24 20:27:28 +0000 2018,1055194082929188864,"Puerto Rico, USA"
7,-0.5423,0.226,0.774,0.0,"RT @MirrorFootball: ""I've never seen a centre forward with such a bad touch"" https://t.co/p4h7vhTUbJ https://t.co/cxZgqAZHHC","39.397766, -84.633014",39.397766,-84.633014,football,Wed Oct 24 20:27:28 +0000 2018,1055194082048425985,In sane
9,0.5719,0.0,0.701,0.299,Big shaqiri was unreal tonight 🙌 reds are playing some good football tonight 🔥🔥🔴🔴,"54.7877149, -6.4923145",54.7877149,-6.4923145,football,Wed Oct 24 20:27:27 +0000 2018,1055194079435415560,Northern Ireland
11,0.5994,0.0,0.698,0.302,@jakepete20 @BarstoolKU At least our football team has leads lmao,"26.1003654, -80.3997748",26.1003654,-80.3997748,football,Wed Oct 24 20:27:26 +0000 2018,1055194075417247744,"Weston, FL"
12,0.4003,0.0,0.848,0.152,RT @JeffBowenACU: We’re excited to be offering several @GCCazAthletics FOOTBALL players. See you Thursday! #RollStorm https://t.co/9ySPN28b…,"35.0843859, -106.650422",35.0843859,-106.650422,football,Wed Oct 24 20:27:26 +0000 2018,1055194074825650176,"Albuquerque, NM, USA"
