,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,"RT @kylegriffin1: ! Newt Gingrich said that if Democrats re-take control of the House and subpoena Trump's tax returns, it would likely for…","38.8048355, -77.0469214",38.8048355,-77.0469214,trump,Fri Oct 26 01:57:03 +0000 2018,1055639412221140993,"Alexandria, Virginia"
1,-0.1027,0.109,0.798,0.092,RT @jdawsey1: Confirmed: Trump admin is considering blocking all asylum requests and crossings at southern border. Alert online and story c…,"40.4172871, -82.90712300000001",40.4172871,-82.90712300000001,trump,Fri Oct 26 01:57:03 +0000 2018,1055639412019810304,NE Ohio
3,-0.7184,0.286,0.714,0.0,"Trump considering plan to ban entry of migrants at southern border, deny asylum https://t.co/qZoxeeuHjF Kinda obvio… https://t.co/hC9fZ4r1VX","27.7676008, -82.64029149999999",27.7676008,-82.64029149999999,trump,Fri Oct 26 01:57:03 +0000 2018,1055639411839385601,"St. Petersburg, Florida"
5,0.5994,0.0,0.818,0.182,RT @LouDobbs: #LDTPoll: Do you agree with President Trump that sending U.S. troops is the only way to secure our border until enough radica…,"35.0077519, -97.092877",35.0077519,-97.092877,trump,Fri Oct 26 01:57:03 +0000 2018,1055639411378085890,Oklahoma
9,0.0,0.0,1.0,0.0,RT @christoq: Trump sends tweet claiming 'I rarely use a cellphone' from iPhone https://t.co/X7BKwqA5wu via @thinkprogress,"35.20105, -91.8318334",35.20105,-91.8318334,trump,Fri Oct 26 01:57:02 +0000 2018,1055639410379816960,Arkansas
10,0.0397,0.092,0.809,0.098,"RT @RealSaavedra: Kathy Griffin beheads Trump in a photo shoot, says she 'didn't do anything wrong'

(Not posting the video of this due to…","26.4520248, -81.948145",26.4520248,-81.948145,trump,Fri Oct 26 01:57:02 +0000 2018,1055639410191024129,"Fort Myers Beach, FL"
13,0.0,0.0,1.0,0.0,"RT @keithboykin: First he came for the Blacks
and I did not speak out
because I was not Black

Then he came for the Mexicans
and I did not…","36.778261, -119.4179324",36.778261,-119.4179324,trump,Fri Oct 26 01:57:02 +0000 2018,1055639409855365120,California
14,-0.25,0.08,0.92,0.0,RT @robreiner: A fish stinks from the head. Nov.6 Trump is on the ballot. Climate change is on the ballot. Pre-existing conditions are on t…,"43.8041334, -120.5542012",43.8041334,-120.5542012,trump,Fri Oct 26 01:57:02 +0000 2018,1055639409821835264,"Oregon, USA"
15,-0.6808,0.337,0.663,0.0,RT @marklevinshow: Were the media upset when the Trump family was threatened? https://t.co/gRdh1owX9c,"43.653226, -79.3831843",43.653226,-79.3831843,trump,Fri Oct 26 01:57:02 +0000 2018,1055639409645694976,"Toronto, London, Palm Beach"
17,0.2924,0.083,0.787,0.13,"RT @RealSaavedra: Media: ""We've never encouraged violence against Trump""

Also media: People have to ""go out and put a bullet in Donald Tru…","36.0757249, -78.0501099",36.0757249,-78.0501099,trump,Fri Oct 26 01:57:02 +0000 2018,1055639409352237057,"Small Town, USA"
