,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,@ArsenalUrban @m10_official #ozil #özil #mesutozil #arsenal #london #england 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #germany 🇩🇪 #aftv #insta… https://t.co/0bKGKaom73,"37.1486549, -94.31231340000001",37.1486549,-94.31231340000001,football,Wed Oct 24 20:47:43 +0000 2018,1055199178840784897,Football World
4,0.2023,0.0,0.87,0.13,RT @blacksheep_vt: VT Football trying to get back into the top 25 https://t.co/OkUmQ9OG06,"36.7682088, -76.2874927",36.7682088,-76.2874927,football,Wed Oct 24 20:47:42 +0000 2018,1055199175909040138,"Chesapeake, Va"
5,0.0,0.0,1.0,0.0,"RT @BMaz1: Chad Kelly has now been kicked off a High School, College, and NFL football team. That has to be a first.","41.621718, -83.711604",41.621718,-83.711604,football,Wed Oct 24 20:47:42 +0000 2018,1055199175816765444,"Holland, OH"
6,-0.6597,0.282,0.636,0.082,@stanfordwhites @OfficialBWFC @TowerFMOfficial Who's worse than us? If there's a team in the land playing worse foo… https://t.co/Hi83jRRlrj,"55.6735909, -3.7819661",55.6735909,-3.7819661,football,Wed Oct 24 20:47:42 +0000 2018,1055199175384752130,South Lanarkshire
7,0.0,0.0,1.0,0.0,Flag Football game schedules have been published!,"28.669997, -81.20812029999999",28.669997,-81.20812029999999,football,Wed Oct 24 20:47:42 +0000 2018,1055199174977822720,"Oviedo, FL"
8,0.0,0.0,1.0,0.0,But #mane #liverpool #foot #football https://t.co/FARUOiVFKf,"48.39417299999999, -2.083491",48.39417299999999,-2.083491,football,Wed Oct 24 20:47:42 +0000 2018,1055199173723807746,"Le Hinglé, Bretagne"
10,0.0,0.0,1.0,0.0,RT @AbbottAPGraff: Abbott football vs Derby just kicking off,"42.59051729999999, -83.3980507",42.59051729999999,-83.3980507,football,Wed Oct 24 20:47:42 +0000 2018,1055199173325275136,"5810 Commerce Road, West Bloom"
11,0.1779,0.0,0.928,0.072,RT @jackwalton1: Wrote this blog about competitive imbalance in youth football a couple of years ago now. After one half term of this seaso…,"50.718412, -3.533899",50.718412,-3.533899,football,Wed Oct 24 20:47:42 +0000 2018,1055199173191131137,"Exeter, England"
12,0.5399,0.0,0.845,0.155,"RT @SBS_Athletics: MS HJPC Football Championship Pep Rally! 
SBS vs St. John’s at Kinkaid at 6:30pm. Go Eagles! 
#SBSweareONE https://t.co/…","26.5317866, -80.0905465",26.5317866,-80.0905465,football,Wed Oct 24 20:47:42 +0000 2018,1055199172993998848,"Boynton Beach, FL"
14,0.4767,0.0,0.819,0.181,@lbg_dn12 @Smokes_Island21 @coachfojack45 @MyTUAthletics @we2_football Go get it fam proud of yah my boy 🤞🏾,"32.5437448, -86.2119127",32.5437448,-86.2119127,football,Wed Oct 24 20:47:41 +0000 2018,1055199168812204033,"Redland,AL"
