,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"40.7127753, -74.0059728",40.7127753,-74.0059728,pizza,Wed Oct 24 19:24:36 +0000 2018,1055178260152225793,"New York, NY"
2,0.2732,0.0,0.851,0.149,RT @JuiceTooWavie: On god that square pizza at breakfast time hit different https://t.co/IGvcxGe2Pm,"31.9685988, -99.9018131",31.9685988,-99.9018131,pizza,Wed Oct 24 19:24:35 +0000 2018,1055178257946103808,TEXAS
4,0.6369,0.0,0.323,0.677,@Prettyl90824465 i love you,"52.3555177, -1.1743197",52.3555177,-1.1743197,pizza,Wed Oct 24 19:24:34 +0000 2018,1055178251302305792,"England, United Kingdom"
7,0.0,0.0,1.0,0.0,"RT @dji_djins: Ce qui connaissent la hess, connaissent les pizza surgelées Margarita et un élite de la Hess sait transformer une simple piz…","48.856614, 2.3522219",48.856614,2.3522219,pizza,Wed Oct 24 19:24:33 +0000 2018,1055178247493873664,Paris - Rouen - Rotterdam 
8,-0.4389,0.132,0.868,0.0,"Olds then: Don't believe everything you read online! You don't know who posted it.
Olds now: Screaming Patriot Eagl… https://t.co/t4sMOKMbnI","42.6525793, -73.7562317",42.6525793,-73.7562317,pizza,Wed Oct 24 19:24:33 +0000 2018,1055178247439290369,Albany/NY
9,0.0,0.0,1.0,0.0,RT @doylenoir: Didn’t you fly to LA with one (1) outfit and couldn’t afford to buy one (1) pizza? https://t.co/qLcDzOXF7o,"35.2270869, -80.8431267",35.2270869,-80.8431267,pizza,Wed Oct 24 19:24:31 +0000 2018,1055178240552304640,"Charlotte, NC"
10,0.296,0.093,0.763,0.144,"RT @DrOetkerPizzaUK: Need some starter inspiration?
Look no further… https://t.co/srCNIQRlW7

To #WIN some pizza to go with your starter, j…","51.62144, -3.943645999999999",51.62144,-3.943645999999999,pizza,Wed Oct 24 19:24:31 +0000 2018,1055178240317407232,swansea
12,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","44.3148443, -85.60236429999999",44.3148443,-85.60236429999999,pizza,Wed Oct 24 19:24:30 +0000 2018,1055178237683339264,"Michigan, USA"
18,0.0,0.0,1.0,0.0,RT @ryleywalker: I thought Juul was a VHS pizza wave band from ‘08. but since I’ve moved to Brooklyn I’ve learned it’s a fashionable vape t…,"34.2331373, -102.4107493",34.2331373,-102.4107493,pizza,Wed Oct 24 19:24:25 +0000 2018,1055178216934121472,"Earth, USA"
19,-0.4767,0.129,0.871,0.0,"RT @TheRickWilson: ""These bombs targeting Hillary and Obama are a fake news stunt,"" say people who thought Hillary ran a child sex ring fro…","34.0522342, -118.2436849",34.0522342,-118.2436849,pizza,Wed Oct 24 19:24:24 +0000 2018,1055178211695321088,"Los Angeles, CA"
20,-0.9584,0.462,0.538,0.0,"RT @_StegenismoFCB: El Barça sin Messi es como la tortilla sin cebolla, como la pizza sin queso, un atardecer sin el sol, una noche sin la…","40.6324761, -3.160153",40.6324761,-3.160153,pizza,Wed Oct 24 19:24:24 +0000 2018,1055178209841549314,"Guadalajara, España"
22,0.0,0.0,1.0,0.0,@ValentinoKhan Pizza &amp; modelo 😋,"40.7127753, -74.0059728",40.7127753,-74.0059728,pizza,Wed Oct 24 19:24:22 +0000 2018,1055178204099592193,NYC
23,0.7065,0.0,0.773,0.227,JT really leaning into the Tormund GIantsbane LEWK. Meanwhile Ct looking as SNACK LIKE as the pizza prob is from th… https://t.co/ziu7knU900,"33.7420005, -117.8236391",33.7420005,-117.8236391,pizza,Wed Oct 24 19:24:22 +0000 2018,1055178202295885825,"Tustin, CA"
27,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","39.2903848, -76.6121893",39.2903848,-76.6121893,pizza,Wed Oct 24 19:24:21 +0000 2018,1055178196780490757,"Baltimore, MD"
29,0.0,0.0,1.0,0.0,in the mood for a slice of pizza with the small pepperonis,"40.8115504, -73.9464769",40.8115504,-73.9464769,pizza,Wed Oct 24 19:24:20 +0000 2018,1055178193156669440,"Harlem, New York"
30,0.0,0.0,1.0,0.0,"RT @johnone2345: So Trump kicking Democrat butt big time, leading up to a YUGE historic mid term landslide but needs to order bombs sent to…","37.09024, -95.712891",37.09024,-95.712891,pizza,Wed Oct 24 19:24:19 +0000 2018,1055178190727991296,United States
31,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"33.7489954, -84.3879824",33.7489954,-84.3879824,pizza,Wed Oct 24 19:24:19 +0000 2018,1055178189683806209,"Atlanta, GA"
33,0.2732,0.0,0.851,0.149,RT @JuiceTooWavie: On god that square pizza at breakfast time hit different https://t.co/IGvcxGe2Pm,"35.0456297, -85.3096801",35.0456297,-85.3096801,pizza,Wed Oct 24 19:24:19 +0000 2018,1055178188823891968,"Chattanooga, TN"
35,-0.296,0.155,0.845,0.0,"RT @Bea_28092: Lucas me largou no telefone pra comer pizza
Certíssimo faria o mesmo","-22.7907116, -43.3699377",-22.7907116,-43.3699377,pizza,Wed Oct 24 19:24:17 +0000 2018,1055178182586961921,"São João de Meriti, Brasil"
37,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"36.1699412, -115.1398296",36.1699412,-115.1398296,pizza,Wed Oct 24 19:24:17 +0000 2018,1055178180405817344,"Las Vegas, NV"
38,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"38.9071923, -77.0368707",38.9071923,-77.0368707,pizza,Wed Oct 24 19:24:15 +0000 2018,1055178175389544448,"Washington, DC"
39,0.0,0.0,1.0,0.0,Día 19 fuera de México: Hoy me dieron aceite de oliva picante para la pizza. Ya me hacía falta una salsa 😂,"19.3817299, -99.16498910000001",19.3817299,-99.16498910000001,pizza,Wed Oct 24 19:24:15 +0000 2018,1055178174491975680,"Del Valle , Df"
40,-0.6486,0.325,0.675,0.0,"RT @ItsFoodPorn: Messy Pizza Delivery Fails That Will Straight-Up Break Your Heart... 

https://t.co/fgFx6Ruiqm","25.2531745, 55.3656728",25.2531745,55.3656728,pizza,Wed Oct 24 19:24:14 +0000 2018,1055178170134118400,Dxb
42,0.0,0.0,1.0,0.0,"RT @TopGun455: Man, Hawaiian pizza is an ultimate slapper, don’t @ me","27.950575, -82.4571776",27.950575,-82.4571776,pizza,Wed Oct 24 19:24:13 +0000 2018,1055178166250151936,"Tampa, FL"
43,0.4574,0.0,0.88,0.12,RT @ShibaRussell: This pIc showing a kindergartner’s birthday pizza party has gone viral. Not one kid showed up! Now his mom is coming unde…,"62.4113634, -149.0729714",62.4113634,-149.0729714,pizza,Wed Oct 24 19:24:13 +0000 2018,1055178165746831360,East Coast U.S.
44,0.0,0.0,1.0,0.0,@EKANardini @stoolpresidente Pizza Review,"37.09024, -95.712891",37.09024,-95.712891,pizza,Wed Oct 24 19:24:13 +0000 2018,1055178165482475520,United States
46,0.7067,0.0,0.673,0.327,RT @nitram___: Pineapples on pizza is very delicious TO ME!!! 😭 https://t.co/foS5FylhXZ,"36.7024771, -97.0823977",36.7024771,-97.0823977,pizza,Wed Oct 24 19:24:13 +0000 2018,1055178164597481472,yes
