,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,0.0,0.0,1.0,0.0,"RT @sports_ouest: Coup d'envoi en Belgique pour l'AS Monaco ! Suivez notre direct commenté (venez on est bien !).
Juste ici ➡️https://t.co/…","48.117266, -1.6777926",48.117266,-1.6777926,football,Wed Oct 24 16:56:56 +0000 2018,1055141101806477319,Rennes
3,0.0,0.0,1.0,0.0,"RT @TippfootballGAA: https://t.co/GFPIOpsRSK

Long-serving midfielder George Hannigan announces his inter-county retirement

https://t.co/G…","52.794802, -7.839860900000001",52.794802,-7.839860900000001,football,Wed Oct 24 16:56:56 +0000 2018,1055141099294089216,Templemore
6,0.802,0.0,0.661,0.339,"RT @FCBarcelona: Luciano Spalletti: ""@Rafinha was fundamental for us reaching the Champions League.”

Mauro Icardi: ""I'm grateful to #FCBMa…","29.7604267, -95.3698028",29.7604267,-95.3698028,football,Wed Oct 24 16:56:55 +0000 2018,1055141095712194561,Houston 🃏🃏
7,0.0,0.0,1.0,0.0,"RT @MerPolMounted: Jake has been groomed, tacked up and has had his teeth brushed in preparation for tonight’s football match #StandTall #R…","53.7190281, -2.0727839",53.7190281,-2.0727839,football,Wed Oct 24 16:56:55 +0000 2018,1055141095695364096,Great  Britain 
8,0.0,0.0,1.0,0.0,@twitch don't you have any other ads to run? 😂😂😂 I know you have Thursday night football after seeing the same ad about 50 times.,"43.8041334, -120.5542012",43.8041334,-120.5542012,football,Wed Oct 24 16:56:55 +0000 2018,1055141094751522816,"Oregon, USA"
11,0.4278,0.0,0.821,0.179,"RT @YellowJackedUp: GT vs VT: How to watch, stream, and listen (via @DylanCCSports) https://t.co/WCiwwJ1HhI","40.5173165, -75.7774177",40.5173165,-75.7774177,football,Wed Oct 24 16:56:54 +0000 2018,1055141090788032512,"Kutztown, PA"
13,0.5707,0.0,0.791,0.209,Congrats to @MayfieldSports &amp; @rhsbeavers! Their matchup this Friday night will be featured as… https://t.co/92piv9RmSr,"41.49932, -81.6943605",41.49932,-81.6943605,football,Wed Oct 24 16:56:53 +0000 2018,1055141089609502721,"Cleveland, OH"
14,-0.6808,0.173,0.827,0.0,RT @abbyhamblin: This is probably already out there but we were told the boxes were not filled with anything threatening but instead childr…,"39.0997265, -94.5785667",39.0997265,-94.5785667,football,Wed Oct 24 16:56:53 +0000 2018,1055141088757997568,KC
16,-0.3612,0.28,0.72,0.0,RT @azpifc: I refuse to believe this is a serious football player https://t.co/OXmVMLplwq,"41.4971574, -81.6879429",41.4971574,-81.6879429,football,Wed Oct 24 16:56:53 +0000 2018,1055141087260672000,Cavs
17,0.4939,0.0,0.868,0.132,"RT @Zumbish8: Here's the #metoo story of my friend. ""@apurvmanjrekar of Pune, founder of
Alpha Careers and School of Football,  a sales ass…","13.0826802, 80.2707184",13.0826802,80.2707184,football,Wed Oct 24 16:56:52 +0000 2018,1055141083078844417,Chennai
18,-0.5562,0.138,0.816,0.046,RT @AwayDays_: The Football League want the alcohol ban lifted at stadiums so fans can drink beer in their seats. I’m all for it!🍺 https://…,"42.3250896, -72.64120129999999",42.3250896,-72.64120129999999,football,Wed Oct 24 16:56:51 +0000 2018,1055141079379595265,Northampton
19,-0.2263,0.087,0.913,0.0,RT @MOYESOUT4EVER: Typical Mourihno. Blatantly demanding more funds in his 3rd season after already being gifted £400m and turning Man Unit…,"-37.9152786, 145.1653466",-37.9152786,145.1653466,football,Wed Oct 24 16:56:51 +0000 2018,1055141079216017415,Mazenod
20,0.6652,0.0,0.705,0.295,European game tonight. Liverpool should be ok but football's a funny old game as they say.,"52.53464899999999, -1.463845",52.53464899999999,-1.463845,football,Wed Oct 24 16:56:51 +0000 2018,1055141078880411649,Weddington Nuneaton
21,0.34,0.0,0.821,0.179,"Midweek podcast with Doug Skene ... on O-line play, much more. 
 https://t.co/G9C80IHX2c","42.2808256, -83.7430378",42.2808256,-83.7430378,football,Wed Oct 24 16:56:51 +0000 2018,1055141078867828736,"Ann Arbor, MI"
22,0.0,0.0,1.0,0.0,"RT @FootbalIStuff: Football without fans is nothing..
 https://t.co/GkcY5mxdEy","42.43472, -83.985",42.43472,-83.985,football,Wed Oct 24 16:56:51 +0000 2018,1055141078863622144,Hell
25,0.4391,0.084,0.761,0.156,RT @tybryer_: @Breach123 @markgoldbridge They have no idea about football because they back a manager that is one of the most successful an…,"9.081999, 8.675277",9.081999,8.675277,football,Wed Oct 24 16:56:50 +0000 2018,1055141076808417281,Nigeria
26,0.7579,0.0,0.698,0.302,"RT @CBSSportsCFB: Eccentric and effective, Mike Leach has Washington State winning and making a playoff push

https://t.co/yabnpK8hfq https…","34.9592083, -116.419389",34.9592083,-116.419389,football,Wed Oct 24 16:56:50 +0000 2018,1055141074111320064,Southern California
27,0.7568,0.0,0.724,0.276,"RT @tom_watson: After eight months in exile, The Hamlet are coming home! Brilliant campaign. Well done everyone! @dulwichhamletfc @savedhfc…","51.3938561, -0.1721966",51.3938561,-0.1721966,football,Wed Oct 24 16:56:50 +0000 2018,1055141073662676992,"KNK Stadium, Mitcham"
30,0.5994,0.0,0.811,0.189,RT @ParkviewFB: Parkview Football Senior Week 2018.  Thank you Seniors for all you have done for our program.  Today we highlight the first…,"33.7489954, -84.3879824",33.7489954,-84.3879824,football,Wed Oct 24 16:56:49 +0000 2018,1055141070068203520,Atlanta 
31,0.7269,0.0,0.643,0.357,RT @guardian: Tottenham's academy is succeeding thanks to locally sourced players #thfc https://t.co/vsSNnwwV66,"37.2321077, -95.7243335",37.2321077,-95.7243335,football,Wed Oct 24 16:56:49 +0000 2018,1055141069539536896,earth
33,-0.4767,0.162,0.838,0.0,"@Phil_Coutinho and @MauroIcardi Returning today to prove their former clubs wrong. Expect fireworks 💥

What an Edit… https://t.co/p6pgfb2MG3","39.074208, 21.824312",39.074208,21.824312,football,Wed Oct 24 16:56:48 +0000 2018,1055141068306550785,Greece
34,-0.1531,0.131,0.763,0.106,"RT @shaunking: Chad Kelly is white privilege personified.

Suspended from high school football twice, then transferred.

Kicked off of Clem…","51.9606649, 7.6261347",51.9606649,7.6261347,football,Wed Oct 24 16:56:48 +0000 2018,1055141068168200192,"Muenster, Germany."
35,0.0,0.0,1.0,0.0,"@theabrakh @Bali_Football Iyak, Napoli.. Kalo sama Juve beda di akhirannya..

Kalo Napoli ""Difendo la citta""
Kalo J… https://t.co/dpCrVOOnzX","-6.188277, 106.812046",-6.188277,106.812046,football,Wed Oct 24 16:56:48 +0000 2018,1055141067647987714,Jakarta - Turin
36,0.0,0.0,1.0,0.0,@panathinaikos03 @alainb_ @footgrec @Hellas_Football @VincentKoulos @cyril_pytheas @VanPavlidis @PAOKfrance Hallelujah!!!!,"43.296482, 5.36978",43.296482,5.36978,football,Wed Oct 24 16:56:48 +0000 2018,1055141067635523584,"Marseille, France"
37,-0.0772,0.058,0.942,0.0,"RT @RealMattCouch: I'm sorry, call me cold hearted.. 

But I do not believe for one second these stories about these devices.. 

I feel lik…","37.09024, -95.712891",37.09024,-95.712891,football,Wed Oct 24 16:56:48 +0000 2018,1055141066305912832,United States
38,0.0,0.0,1.0,0.0,"@Football_TaIk Oddly, Rafael.","53.198715, -2.4001199",53.198715,-2.4001199,football,Wed Oct 24 16:56:48 +0000 2018,1055141065907408897,"Sproston Green, Cheshire"
40,-0.6369,0.302,0.698,0.0,"Football: Chargers can’t cure road woes in playoff loss at Hancock

🏈: https://t.co/cIwmxJQ5r9 https://t.co/YovCAOq6e7","45.8848164, -95.3776663",45.8848164,-95.3776663,football,Wed Oct 24 16:56:47 +0000 2018,1055141064414179328,"Alexandria, MN"
41,0.4003,0.0,0.876,0.124,We are excited to publicly recognize our back to back @NLL_Sports girls @AWHSSoccer team at this Friday’s home football game!,"41.5189413, -83.8038284",41.5189413,-83.8038284,football,Wed Oct 24 16:56:47 +0000 2018,1055141064401674240,"Whitehouse, Ohio"
43,0.0,0.0,1.0,0.0,"RT @FootbalIStuff: Football without fans is nothing..
 https://t.co/GkcY5mxdEy","35.7795897, -78.6381787",35.7795897,-78.6381787,football,Wed Oct 24 16:56:47 +0000 2018,1055141061910237189,"Raleigh, NC"
44,0.4278,0.0,0.795,0.205,"GT vs VT: How to watch, stream, and listen (via @DylanCCSports) https://t.co/WCiwwJ1HhI","33.7489954, -84.3879824",33.7489954,-84.3879824,football,Wed Oct 24 16:56:47 +0000 2018,1055141061549613058,"Atlanta, and around the ACC"
45,0.0,0.0,1.0,0.0,RT @stevebone1: So here's what happened to @rocks1883 last night - https://t.co/hoOGu6LB5J - we have Jack Pearce's reaction (along lines of…,"51.5073509, -0.1277583",51.5073509,-0.1277583,football,Wed Oct 24 16:56:47 +0000 2018,1055141060362551296,London UK
48,-0.3612,0.28,0.72,0.0,RT @azpifc: I refuse to believe this is a serious football player https://t.co/OXmVMLplwq,"41.909611, -87.771964",41.909611,-87.771964,football,Wed Oct 24 16:56:46 +0000 2018,1055141056923222022,PlanetEarth  
49,0.0,0.0,1.0,0.0,"Prep football: Area capsules, 1st round of playoffs.
https://t.co/gEs4IcUdR3
#iahsfb","41.9778795, -91.6656232",41.9778795,-91.6656232,football,Wed Oct 24 16:56:45 +0000 2018,1055141054826143745,"Cedar Rapids, Iowa"
50,0.5994,0.0,0.811,0.189,RT @ParkviewFB: Parkview Football Senior Week 2018.  Thank you Seniors for all you have done for our program.  Today we highlight the first…,"33.7489954, -84.3879824",33.7489954,-84.3879824,football,Wed Oct 24 16:56:45 +0000 2018,1055141054087868418,Atlanta 
53,-0.3182,0.187,0.813,0.0,RT @WTAE: Operation Football highlights: Beaver Area defeats Montour https://t.co/cseRaA56YZ https://t.co/kO8qI7HGeF,"40.6849626, -80.1071379",40.6849626,-80.1071379,football,Wed Oct 24 16:56:45 +0000 2018,1055141052426973184,"Cranberry, PA"
54,0.5994,0.0,0.813,0.187,"RT @Big12Champ4Life: 👏👏👏

Congratulations to @WVUfootball's Will Grier, @KStateFB's Dalton Risner, and @KU_Football's Joe Dineen Jr. on bei…","38.9716689, -95.2352501",38.9716689,-95.2352501,football,Wed Oct 24 16:56:45 +0000 2018,1055141052238229504,"Lawrence, KS"
55,-0.3612,0.28,0.72,0.0,RT @azpifc: I refuse to believe this is a serious football player https://t.co/OXmVMLplwq,"42.637769, 2.914551",42.637769,2.914551,football,Wed Oct 24 16:56:45 +0000 2018,1055141051999141889,"Villeneuve-de-la-Raho, France"
57,-0.296,0.099,0.901,0.0,"RT @HeartOfTheHolte: I'm seeing some 'supporters' turning on Smith already, after 2 games. I've seen ""There's no style, it hasn't changed m…","35.1697943, -89.8554183",35.1697943,-89.8554183,football,Wed Oct 24 16:56:44 +0000 2018,1055141051076411393,Where the Heart is.
59,0.0,0.0,1.0,0.0,Area football teams look to punch tickets to Carrier Dome this Friday https://t.co/nOo44QDP7E https://t.co/UQ1LAea6f3,"43.0481221, -76.14742439999999",43.0481221,-76.14742439999999,football,Wed Oct 24 16:56:44 +0000 2018,1055141048480083971,"Syracuse, NY"
