,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
3,0.0,0.0,1.0,0.0,I deleted my tweets with Tweet Cleaning IOS App. Try it https://t.co/nbnoKu2PqI #tweetcleaning,"23.885942, 45.079162",23.885942,45.079162,apple,Sat Oct 20 19:48:46 +0000 2018,1053734791701561344, المملكة العربية السعودية
6,0.6808,0.0,0.752,0.248,"RT @nayoxx: Dear @BigHitEnt,

Release it on all the platforms please. Give us the links for iTunes, Apple Music, Amazon Music, Google Play…","37.09024, -95.712891",37.09024,-95.712891,apple,Sat Oct 20 19:48:45 +0000 2018,1053734789071691776,United States
7,0.0,0.0,1.0,0.0,"RT @MrSaa3d: برنامج فكرته مجنونه 

اي احد يحرك جهازك او يلمسه راح يرن جهازك بصوت قوي جداً 🔔 

مثلاً تفعله وقت النوم ، و أي أحد يحاول انه يح…","23.885942, 45.079162",23.885942,45.079162,apple,Sat Oct 20 19:48:45 +0000 2018,1053734786798362624,السعودية
9,0.6597,0.0,0.726,0.274,"RT @BTS_Billboard: [#mono Preparation]

ARMYs who DO NOT have:

Spotify
Apple Music
Tidal
Google Play
Amazon Music Unlimited

please create…","37.750381, -97.3242332",37.750381,-97.3242332,apple,Sat Oct 20 19:48:44 +0000 2018,1053734783350697989,Bts
10,0.0,0.0,1.0,0.0,RT @vadasy_kenny: LETS GET IT!! BEAT TENNESSEE,"32.3182314, -86.902298",32.3182314,-86.902298,apple,Sat Oct 20 19:48:44 +0000 2018,1053734783195537408,"Alabama, USA"
13,0.2003,0.145,0.663,0.192,RT @laniayah_renee: Orange juice is better than Apple juice! Don’t argue with me 🙃,"35.2923513, -81.5356463",35.2923513,-81.5356463,apple,Sat Oct 20 19:48:43 +0000 2018,1053734778028081159,"Shelby, NC"
14,0.5267,0.0,0.855,0.145,RT @Wellingtonhotti: @UN @antonioguterres Learn everything about bitcoin an first of it kind social network that will never collect sell or…,"40.750439, -73.977111",40.750439,-73.977111,apple,Sat Oct 20 19:48:42 +0000 2018,1053734775402491910,IN YOUR HEART an NEW YORK CITY
15,0.0,0.0,1.0,0.0,should i get an apple watch 🤔?,"29.7604267, -95.3698028",29.7604267,-95.3698028,apple,Sat Oct 20 19:48:42 +0000 2018,1053734774261669888,"Houston, TX"
18,0.0,0.0,1.0,0.0,Doodle Balls by @Kwalee https://t.co/dc6vOE7Uk5 https://t.co/ejykvvtNEo,"51.165691, 10.451526",51.165691,10.451526,apple,Sat Oct 20 19:48:41 +0000 2018,1053734769295613952,Germany
20,0.3818,0.0,0.809,0.191,Dear Apple... nobody uses the word “ducking” or “butch” ... NOBODY🗣 @AppleSupport,"18.109581, -77.297508",18.109581,-77.297508,apple,Sat Oct 20 19:48:40 +0000 2018,1053734765868867584,Jamaica
21,0.6239,0.0,0.796,0.204,"A lovely few hours today, foraging walk, collecting a few apples (4 wheelbarrows worth!), chopping, scratting and s… https://t.co/P8razBKUKK","50.8977373, -1.3470149",50.8977373,-1.3470149,apple,Sat Oct 20 19:48:39 +0000 2018,1053734764342140929,"Sholing, Southampton"
24,-0.5267,0.405,0.595,0.0,RT @natmedeirosx3: Apple juice is disgusting,"42.3875968, -71.0994968",42.3875968,-71.0994968,apple,Sat Oct 20 19:48:39 +0000 2018,1053734761884250113,"Somerville, MA"
