,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,"RT @keithboykin: First he came for the Blacks
and I did not speak out
because I was not Black

Then he came for the Mexicans
and I did not…","33.5185892, -86.8103567",33.5185892,-86.8103567,trump,Fri Oct 26 15:56:56 +0000 2018,1055850777242152960,Birmingham. AL
2,0.0,0.0,1.0,0.0,RT @AdifferentRubio: @eliza_crispin @StappElizabeth If this country had an AG all these issues would’ve been addressed and investigated. We…,"35.0832326, -111.6630914",35.0832326,-111.6630914,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776986177539,Flagstaff AZ 86005
3,-0.4833,0.221,0.694,0.085,"RT @Daisy49103: 🇺🇸Support President Trump🇺🇸 Media criticism of our President should not be ignored.
#FakeNews needs to stop.
https://t.co/X…","43.0481962, -76.0488458",43.0481962,-76.0488458,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776860524609,Upstate NY
4,-0.5267,0.134,0.866,0.0,RT @MalcolmNance: This man is NOT a real President. #Trump has surrendered his role to defend America. A terror wave is underway &amp; he resor…,"35.7795897, -78.6381787",35.7795897,-78.6381787,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776613007370,"Raleigh, NC"
6,0.4101,0.0,0.894,0.106,"RT @realDonaldTrump: Republicans are doing so well in early voting, and at the polls, and now this “Bomb” stuff happens and the momentum gr…","32.715738, -117.1610838",32.715738,-117.1610838,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776344416257,"San Diego, CA"
10,-0.7034,0.305,0.695,0.0,"RT @JeffreyGuterman: To @FBI: 
Donald John Trump
WANTED FOR INCITING VIOLENCE https://t.co/2XYBjlcUp8","37.09024, -95.712891",37.09024,-95.712891,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776134909952,United States 
11,-0.8176,0.279,0.721,0.0,RT @Toure: The suspect in the pipe bomb attack has a van covered in Trump bumper stickers and paraphernalia. But tell me again how this is…,"42.0834335, -71.0183787",42.0834335,-71.0183787,trump,Fri Oct 26 15:56:56 +0000 2018,1055850776034230273,"Brockton, MA"
12,0.1531,0.122,0.722,0.156,"RT @CREWcrew: No one is above the law. Not the president. Not his charity. 
https://t.co/B7ad62VV5a","47.6062095, -122.3320708",47.6062095,-122.3320708,trump,Fri Oct 26 15:56:56 +0000 2018,1055850775979556864,Seattle
13,0.0,0.0,1.0,0.0,"RT @bpolitics: Latest on mail bombs:

- TV images from Plantation, Florida, show a white van being loaded onto a flatbed truck by law enfor…","34.3704884, -119.1390642",34.3704884,-119.1390642,trump,Fri Oct 26 15:56:56 +0000 2018,1055850775950221312,"Ventura County, CA, USA, Earth, Sol"
15,0.3612,0.0,0.815,0.185,@nullcookies The middle window looks like pictures of Trump infront of flags.,"41.7189392, -83.7129935",41.7189392,-83.7129935,trump,Fri Oct 26 15:56:56 +0000 2018,1055850775870619649,"Sylvania, OH"
19,-0.0772,0.064,0.936,0.0,"@copeland620 @realDonaldTrump So Trump just being President is enough for you folks to froth at the mouth?
Sorry, b… https://t.co/LhVDvrkXGe","26.1703525, -98.05194999999999",26.1703525,-98.05194999999999,trump,Fri Oct 26 15:56:56 +0000 2018,1055850775459627008,"Donna, TX"
