,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.6369,0.0,0.861,0.139,RT @JERICHO: Just found out I'm an #ad for @BestBuy and apparently they have the best selection of Sony 4K TVs just in time for the footbal…,"41.2033216, -77.1945247",41.2033216,-77.1945247,football,Wed Oct 24 20:03:58 +0000 2018,1055188167572230144,"Pennsylvania, USA"
1,0.3612,0.0,0.865,0.135,"🏈 📫 You submitted your questions, and @MarkWogenrich is ready with your answers. 

Time for his @PennStateFball mai… https://t.co/V8gKxRyoIM","40.6022939, -75.4714098",40.6022939,-75.4714098,football,Wed Oct 24 20:03:58 +0000 2018,1055188167308075008,"Allentown, PA"
2,0.0,0.0,1.0,0.0,PEEEEEP! https://t.co/LK4oyXybWc,"51.5073509, -0.1277583",51.5073509,-0.1277583,football,Wed Oct 24 20:03:57 +0000 2018,1055188165932142592,"London, UK"
3,0.0,0.0,1.0,0.0,RT @AtlantaFalcons: 🚨@CalvinRidley1 had the 🎙 on Monday Night Football. 🚨 https://t.co/RzePzqG0Jy,"33.2098407, -87.56917349999999",33.2098407,-87.56917349999999,football,Wed Oct 24 20:03:57 +0000 2018,1055188165357682688,"Tuscaloosa, AL"
4,0.7901,0.0,0.741,0.259,"RT @dartmouthsports: Add another honor to Rocco Di Leo's accolades, today it's the Gold Helmet Award from the New England Football Writers!…","43.1938516, -71.5723953",43.1938516,-71.5723953,football,Wed Oct 24 20:03:57 +0000 2018,1055188164795609088,New Hampshire
5,0.7378,0.0,0.779,0.221,"RT @BarstoolMSU: PLEASE READ ‼️
During Saturday’s game we will chant “Cancer Sucks” instead of “Go State” during kickoffs in honor of the s…","42.6592995, -83.4856913",42.6592995,-83.4856913,football,Wed Oct 24 20:03:57 +0000 2018,1055188163713470464,"White Lake, MI"
8,0.7992,0.0,0.73,0.27,RT @ChadGraff: Everson Griffen said he feels good but declined to say whether he expects to play Sunday. “I’m able to play football but I’v…,"46.729553, -94.6858998",46.729553,-94.6858998,football,Wed Oct 24 20:03:56 +0000 2018,1055188160660078592,"Minnesota, USA"
9,0.0,0.0,1.0,0.0,RT @MSU_Football: Future schedule update: Spartans will open 2022 and 2025 against @WMU_Football. Complete future schedules ➡️ https://t.co…,"42.4989936, -83.3677168",42.4989936,-83.3677168,football,Wed Oct 24 20:03:56 +0000 2018,1055188159351476224,"Farmington Hills, MI"
12,-0.5562,0.138,0.816,0.046,RT @AwayDays_: The Football League want the alcohol ban lifted at stadiums so fans can drink beer in their seats. I’m all for it!🍺 https://…,"52.520489, -1.465382",52.520489,-1.465382,football,Wed Oct 24 20:03:55 +0000 2018,1055188156155396098,Nuneaton
13,0.4588,0.0,0.852,0.148,RT @ChadGraff: Everson Griffen: “This is bigger than football.” He declined to say what he did the last month that has him feeling like he’…,"46.729553, -94.6858998",46.729553,-94.6858998,football,Wed Oct 24 20:03:54 +0000 2018,1055188153408069632,"Minnesota, USA"
14,0.0,0.0,1.0,0.0,WUMSPORTS - El Football Americano en Mendoza recibe a Paz Luzuriaga https://t.co/mKSq5wukVb vía @wumsports,"-38.416097, -63.61667199999999",-38.416097,-63.61667199999999,football,Wed Oct 24 20:03:54 +0000 2018,1055188153236107270,Argentina
19,0.0258,0.0,0.932,0.068,RT @BorussianMyth: Reus' defensive contribution is one of the most underrated things in all of football,"40.8584328, -74.16375529999999",40.8584328,-74.16375529999999,football,Wed Oct 24 20:03:53 +0000 2018,1055188149201240065,"Clifton, NJ. Krzątka, Poland"
21,0.0,0.0,1.0,0.0,@Jeddy_Tweets @WMU_Football @MSU_Football Each game,"42.2917069, -85.5872286",42.2917069,-85.5872286,football,Wed Oct 24 20:03:52 +0000 2018,1055188144667197442,"Kalamazoo, MI"
22,0.0,0.0,1.0,0.0,"RT @BMaz1: Chad Kelly has now been kicked off a High School, College, and NFL football team. That has to be a first.","41.2565369, -95.9345034",41.2565369,-95.9345034,football,Wed Oct 24 20:03:52 +0000 2018,1055188144226820098,Omaha
24,0.0,0.0,1.0,0.0,RT @PFTCommenter: FOOTBALL GUY https://t.co/iC7WGByCVg,"30.6332618, -97.6779842",30.6332618,-97.6779842,football,Wed Oct 24 20:03:52 +0000 2018,1055188141953466368,"Georgetown, TX"
25,-0.3612,0.26,0.621,0.119,"Yo I swear to god the football team is it’s own smell,, it’s fucjing disgusting","53.544389, -113.4909267",53.544389,-113.4909267,football,Wed Oct 24 20:03:52 +0000 2018,1055188141609443328,"Edmonton, Alberta"
26,0.6369,0.0,0.861,0.139,RT @JERICHO: Just found out I'm an #ad for @BestBuy and apparently they have the best selection of Sony 4K TVs just in time for the footbal…,"27.6648274, -81.5157535",27.6648274,-81.5157535,football,Wed Oct 24 20:03:52 +0000 2018,1055188141559042048,Florida
27,-0.4184,0.128,0.872,0.0,"RT @thelakepl: 🔥🔥GET HYPE FOR FRIDAY 🔥🔥 
volleyball sections 5:30 🏐
football sections 7 🏈 
AT HOME 🏡 
🚨THEME: HALLOWEEN COSTUMES🎃
!! no mas…","46.729553, -94.6858998",46.729553,-94.6858998,football,Wed Oct 24 20:03:51 +0000 2018,1055188140753850368,Minnesota
28,0.0,0.0,1.0,0.0,"We are back underway...

https://t.co/2H7TxIcmcG","53.4083714, -2.9915726",53.4083714,-2.9915726,football,Wed Oct 24 20:03:51 +0000 2018,1055188140133175306,Liverpool
29,0.0,0.0,1.0,0.0,RT @HSB_OH_D3R11: Jackson Ironmen vs Chillicothe Cavaliers @ironmenfb @jacksonathletic  https://t.co/Yjikl1tta9 #HSBOH_W10R11,"37.0745913, -94.4961408",37.0745913,-94.4961408,football,Wed Oct 24 20:03:50 +0000 2018,1055188135347437568,JHS
