,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,-0.6369,0.215,0.785,0.0,"Guilt, and its handmaiden, shame, can paralyze us—or they can ruminate into mania. It is said that Micah Rood knew… https://t.co/FGmJVBH1ro","45.253783, -69.4454689",45.253783,-69.4454689,apple,Wed Oct 24 16:50:15 +0000 2018,1055139419664105473,"Maine, USA"
2,-0.2263,0.106,0.894,0.0,RT @trolltide_: Not afraid? The only thing that blocks faster than Bama’s O-line is TJ online. https://t.co/tsPZEYBzbP,"32.3182314, -86.902298",32.3182314,-86.902298,apple,Wed Oct 24 16:50:15 +0000 2018,1055139419076919298,"Alabama, USA"
3,-0.4767,0.124,0.876,0.0,RT @ScamAlrt: Fake emails sent out posing as #Apple Informing “clients” that a change occurred with their Apple ID. If you receive what you…,"34.0522342, -118.2436849",34.0522342,-118.2436849,apple,Wed Oct 24 16:50:15 +0000 2018,1055139418850287616,"Los Angeles, CA"
4,0.6467,0.0,0.831,0.169,RT @Ghanasfinestx: New Episode is out!! We celebrate our 2 year birthday by answering all your questions including the Phoebe ones &amp; remini…,"18.0178743, -76.8099041",18.0178743,-76.8099041,apple,Wed Oct 24 16:50:15 +0000 2018,1055139418221264896,21 bag juice street kingston13
6,-0.5106,0.398,0.602,0.0,Apple CEO Condemns 'Data-Industrial Complex' https://t.co/efGV1IlfPu,"40.7127753, -74.0059728",40.7127753,-74.0059728,apple,Wed Oct 24 16:50:15 +0000 2018,1055139417638232065,New York
7,-0.1779,0.086,0.914,0.0,"The NAACP is accusing election officials in Georgia of bungling votes in the gubernatorial race, saying in a compla… https://t.co/4pxW4aPbfv","36.1539816, -95.99277500000001",36.1539816,-95.99277500000001,apple,Wed Oct 24 16:50:15 +0000 2018,1055139416539365376,Tulsa. Ok
10,0.3612,0.0,0.878,0.122,"كابي دائماً جاهز لك
#كابي #نقليات #راحة #جده #الرياض #السعودية 

Cabi is always ready for you
#Cabi #Safety … https://t.co/nmgl4cxJ6l","23.885942, 45.079162",23.885942,45.079162,apple,Wed Oct 24 16:50:14 +0000 2018,1055139413909536768,Kingdom of Saudi Arabia
11,0.0,0.0,1.0,0.0,RT @AppleZein: Apple e Samsung MULTATE per colpa dell’Obsolescenza Programmata https://t.co/tUNyLkzHeV #Samsung #iPhone #iPhoneX #Apple #iO…,"27.950575, -82.4571776",27.950575,-82.4571776,apple,Wed Oct 24 16:50:14 +0000 2018,1055139413347442688,"Tampa, FL"
12,0.0,0.0,1.0,0.0,"RT @MrHighTech_fr: 🎁#CONCOURS #Giveaway #HighTech🎁 

🔥Enceinte Aukey à gagner🔥

1️⃣ #Follow @EasyWin_io @AukeyFR

2️⃣ #RT le post

3️⃣ Télé…","46.58022400000001, 0.340375",46.58022400000001,0.340375,apple,Wed Oct 24 16:50:14 +0000 2018,1055139413099978752,"Poitiers, France "
13,0.0,0.0,1.0,0.0,"¡Feliz miércoles! Nosotros ya estamos preparados para llevaros de un punto a otro de la ciudad 🚖
iOS 📱👉🏻… https://t.co/FrdhvbBzNu","39.4699075, -0.3762881",39.4699075,-0.3762881,apple,Wed Oct 24 16:50:14 +0000 2018,1055139412932288513,"Valencia, España"
16,0.0,0.0,1.0,0.0,RT @YVKE_MUNDIAL: #Tecnología || Apple lanza un cargador para el Apple Watch con puerto USB-C https://t.co/twMrRPENEa https://t.co/MMUSVOtA…,"25.1721091, -107.4795173",25.1721091,-107.4795173,apple,Wed Oct 24 16:50:13 +0000 2018,1055139410352762881,"Sinaloa, México"
17,0.0,0.0,1.0,0.0,APPLE Y SAMSUNG VUELVEN LENTOS SUS CELULARES PARA QUE ADQUIERAS UNO NUEVO https://t.co/H6MHRgaoxd,"20.2786208, -97.964259",20.2786208,-97.964259,apple,Wed Oct 24 16:50:13 +0000 2018,1055139409958461441,"Xicotepec, Puebla"
18,0.0,0.0,1.0,0.0,"@AnniemuMary I get the same looks when leaving Whole Foods with a single apple. However, it could be that the free… https://t.co/7Uvn6MISTS","37.09024, -95.712891",37.09024,-95.712891,apple,Wed Oct 24 16:50:13 +0000 2018,1055139408339443712,USA
19,0.2263,0.0,0.917,0.083,"I see what you did there RT @kem2221: Why are people surprised that in today’s America, Snacks cost less than an Apple #NYG","39.3590873, -120.7999351",39.3590873,-120.7999351,apple,Wed Oct 24 16:50:12 +0000 2018,1055139407043289088,California /Washington
20,0.0,0.0,1.0,0.0,RT @ExpansionMx: ¿Cambiaste tu smartphone por lento? 🐌 Apple y Samsung reciben multa por provocar la obsolescencia de sus dispositivos 📱 ht…,"35.9815052, -96.7729969",35.9815052,-96.7729969,apple,Wed Oct 24 16:50:12 +0000 2018,1055139405466345472,mi casa...
24,0.5562,0.0,0.841,0.159,"2018 15"" 2.6GHz #Apple #MacBook Pros for $2499 at Adorama, $300 off! Free ship, NY &amp; NJ tax only https://t.co/h7yIp5lEYh","37.09024, -95.712891",37.09024,-95.712891,apple,Wed Oct 24 16:50:11 +0000 2018,1055139401913851904,Online
