,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,-0.8176,0.415,0.585,0.0,Saudi crown prince’s inner circle takes the blame for Khashoggi’s death - CNN. No Go. https://t.co/UKn2F8v9gy,"32.2226066, -110.9747108",32.2226066,-110.9747108,apple,Sat Oct 20 21:04:20 +0000 2018,1053753808348569600,"Tucson,Az,USA."
1,0.0,0.0,1.0,0.0,@BamaBo17 😂😂😂😂😂,"32.3182314, -86.902298",32.3182314,-86.902298,apple,Sat Oct 20 21:04:20 +0000 2018,1053753807786663936,"Alabama, USA"
2,0.0,0.0,1.0,0.0,"RT @MrSaa3d: برنامج فكرته مجنونه 

اي احد يحرك جهازك او يلمسه راح يرن جهازك بصوت قوي جداً 🔔 

مثلاً تفعله وقت النوم ، و أي أحد يحاول انه يح…","21.3890824, 39.8579118",21.3890824,39.8579118,apple,Sat Oct 20 21:04:20 +0000 2018,1053753807690235905,مكه حماه الله
5,0.0,0.0,1.0,0.0,Khalid’s new album is on Apple Music go listen to it 🤩🤩,"33.143246, -117.087274",33.143246,-117.087274,apple,Sat Oct 20 21:04:19 +0000 2018,1053753806234755073,Saving the bees
7,0.0,0.0,1.0,0.0,https://t.co/NUwECmg9FK,"35.2270869, -80.8431267",35.2270869,-80.8431267,apple,Sat Oct 20 21:04:18 +0000 2018,1053753802585718790,"Charlotte, NC"
10,-0.5574,0.159,0.841,0.0,RT @frankmueller101: Any idea that a second referendum would be an affront to democracy died on Saturday afternoon - The Independent.   #Pe…,"46.227638, 2.213749",46.227638,2.213749,apple,Sat Oct 20 21:04:18 +0000 2018,1053753801524551681,France
11,0.0,0.0,1.0,0.0,"RT @HP_imascono: “la dedicación, esfuerzo y pasión para cambiar la educación, la misma de miles de profesores y coles que aman su profesión…","37.9922399, -1.1306544",37.9922399,-1.1306544,apple,Sat Oct 20 21:04:18 +0000 2018,1053753800157204481,Murcia
14,0.6808,0.0,0.752,0.248,"RT @nayoxx: Dear @BigHitEnt,

Release it on all the platforms please. Give us the links for iTunes, Apple Music, Amazon Music, Google Play…","25.5204824, 55.7133909",25.5204824,55.7133909,apple,Sat Oct 20 21:04:17 +0000 2018,1053753794612396033,"Umm Al Quwain, United Arab Emi"
16,0.6239,0.0,0.71,0.29,"#iPhone #app #Anime #manga AnimeSlideShow01 Brilliant Japanese anime wallpapers!
https://t.co/DnbNzUzsPP
https://t.co/9opuZEk388","34.697549, 135.510864",34.697549,135.510864,apple,Sat Oct 20 21:04:16 +0000 2018,1053753791604903936,大阪市中央区南森町
17,0.0,0.0,1.0,0.0,https://t.co/hElthtJVLK,"33.8431, -85.847",33.8431,-85.847,apple,Sat Oct 20 21:04:16 +0000 2018,1053753791252701185,Angel Grove
18,0.7845,0.0,0.685,0.315,"RT @BamaBo17: The vols celebrating after a touchdown. 

I’m gonna let em have this moment. #RollTide 

It’s adorable","32.3182314, -86.902298",32.3182314,-86.902298,apple,Sat Oct 20 21:04:16 +0000 2018,1053753790736855040,"Alabama, USA"
20,0.0,0.0,1.0,0.0,RT @GabrielConte: Yo! If you didn’t know my recent project @guiltypartyshow has a true-crime podcast that two of the characters run...but i…,"51.165691, 10.451526",51.165691,10.451526,apple,Sat Oct 20 21:04:15 +0000 2018,1053753788450910211,Germany
24,0.0,0.0,1.0,0.0,#Noticias | El Apple Watch Series 4 ya tiene precios –y fecha de venta– en México https://t.co/M059XdN4FP https://t.co/fRi80CF9iZ,"-9.189967, -75.015152",-9.189967,-75.015152,apple,Sat Oct 20 21:04:13 +0000 2018,1053753779366043649,#PERÚ / EUROPA / #ASIA / LatAm
25,0.0,0.0,1.0,0.0,Apple CEO urges Bloomberg to retract Chinese spy chip story https://t.co/z3nW9KhhKg  https://t.co/16U5jT58Je,"33.7475203, -116.9719684",33.7475203,-116.9719684,apple,Sat Oct 20 21:04:13 +0000 2018,1053753779022049280,"Hemet, CA"
26,0.0,0.0,1.0,0.0,"RT @btsvotingteam: &lt;ASIA ARTIST AWARDS&gt;

First round of voting Oct. 17 (10AM KST) until Oct. 31 (11:59PM KST)

Voting will take place at ST…","36.2002002, -95.1667331",36.2002002,-95.1667331,apple,Sat Oct 20 21:04:13 +0000 2018,1053753777872867335, (magic shop)
27,-0.5574,0.159,0.841,0.0,RT @frankmueller101: Any idea that a second referendum would be an affront to democracy died on Saturday afternoon - The Independent.   #Pe…,"39.469502, -119.79076",39.469502,-119.79076,apple,Sat Oct 20 21:04:12 +0000 2018,1053753777260519426,Kinross
29,0.0,0.0,1.0,0.0,RT @ThatsJay7: Apple needa change FACETIME back to the way it was !!,"35.7595731, -79.01929969999999",35.7595731,-79.01929969999999,apple,Sat Oct 20 21:04:11 +0000 2018,1053753773217198081,"North Carolina, USA"
30,0.0,0.0,1.0,0.0,RT @f0lake: The tequila you drank for breakfast lunch and dinner during your weekend in vegas? Digested already. Put down that cayenne appl…,"45.5016889, -73.567256",45.5016889,-73.567256,apple,Sat Oct 20 21:04:11 +0000 2018,1053753772894289925,"Montréal, Québec"
34,0.0,0.0,1.0,0.0,RT @ChicagoLovesPan: Apple fritter with charred blueberry compote – the #dessert made for the public by @ChefRyanRondeno at @ChefFight The…,"37.09024, -95.712891",37.09024,-95.712891,apple,Sat Oct 20 21:04:10 +0000 2018,1053753768855117824,Nationwide
36,0.6249,0.0,0.806,0.194,"Todays episode we look deep into the great disease that twice decimated the population of B.C.
Spotify:… https://t.co/FoqNGTlbs8","49.2827291, -123.1207375",49.2827291,-123.1207375,apple,Sat Oct 20 21:04:10 +0000 2018,1053753768028839938,"Vancouver, British Columbia"
37,0.4404,0.0,0.828,0.172,"23 charts and maps that show the world is getting much, much better - Vox https://t.co/RoqeqNW0uP","36.09985959999999, -80.244216",36.09985959999999,-80.244216,apple,Sat Oct 20 21:04:10 +0000 2018,1053753766527295489,"Winston-Salem, NC"
38,0.3818,0.0,0.822,0.178,RT @PETTYMAMII: Dear Apple... nobody uses the word “ducking” or “butch” ... NOBODY🗣,"37.8271784, -122.2913078",37.8271784,-122.2913078,apple,Sat Oct 20 21:04:09 +0000 2018,1053753764539129857,bay area
40,0.0,0.0,1.0,0.0,"RT @steamofficialtr: Bu tweeti retweetleyen ve sayfamızı takip eden 2 şanslı takipçimize 
Apple iMac Pro ve Macbook Pro hediye edeceğiz! 🖥 …","41.018341, 28.936276",41.018341,28.936276,apple,Sat Oct 20 21:04:09 +0000 2018,1053753762660208640,Bezmialem 
41,0.807,0.0,0.717,0.283,"RT @DOMtheB0MB: Dear @Apple 

Please change the button on FaceTime to flip your camera to where the f*ck it was before!

Sincerely,
Every s…","26.3496347, -80.2289571",26.3496347,-80.2289571,apple,Sat Oct 20 21:04:08 +0000 2018,1053753757681545221,La la land.
44,0.0,0.0,1.0,0.0,RT @mogamat_gully: With Dem - Single by chris future on #TIdal https://t.co/j8PR5PAVYO @chrisfuture30 @Team_Jahmiel @TEFLON_JA @teetimusmuz…,"17.9611269, -76.88939069999999",17.9611269,-76.88939069999999,apple,Sat Oct 20 21:04:08 +0000 2018,1053753757014605826,portmore
45,-0.7783,0.274,0.726,0.0,"The story of a couch.... or rather all the bad, failed #customerexperience around the couch. Catch up with the #CX… https://t.co/yorWRZZiQl","48.4284207, -123.3656444",48.4284207,-123.3656444,apple,Sat Oct 20 21:04:07 +0000 2018,1053753756393848832,"Victoria, British Columbia"
47,0.765,0.0,0.72,0.28,"RT @kofi_mole: Here we go people!!!
 #DieRich is out now!!! 🔥🔥🔥🔥🔥
https://t.co/43uWRxnO3v STREAM &amp; SHARE
Thank You 🙏🏾 https://t.co/dQTTAv79…","40.6845581, -73.9790641",40.6845581,-73.9790641,apple,Sat Oct 20 21:04:07 +0000 2018,1053753755085213697,madina
48,0.0,0.0,1.0,0.0,"#news HomeCourt the application for the Basketball players with ARKit ,shown at the #apple event https://t.co/HMjIF97aNh","36.8766889, -95.8809254",36.8766889,-95.8809254,apple,Sat Oct 20 21:04:07 +0000 2018,1053753754854412288,Web
49,0.0,0.0,1.0,0.0,"Today featured: Hollow man, a #rock #metal song from Invisible Light album:
Spotify https://t.co/7HCh9XqJwb
Apple M… https://t.co/0hHjOyK1Ow","45.0703393, 7.686864",45.0703393,7.686864,apple,Sat Oct 20 21:04:07 +0000 2018,1053753753453629441,Turin - Italy
51,0.0,0.0,1.0,0.0,"RT @AlabamaFTBL: Tennessee scores with 7:21 remaining in the second quarter. Alabama in front 28-7. 

#OutworkYesterday 
#RollTide","32.3182314, -86.902298",32.3182314,-86.902298,apple,Sat Oct 20 21:04:06 +0000 2018,1053753752136630272,"Alabama, USA"
52,0.0,0.0,1.0,0.0,Cero retrasos con el iPhone XR ¿ha vendido Apple menos de lo que esperaba? https://t.co/sw20FHEEMN #Telefonía share… https://t.co/O4geUlRERn,"43.3613953, -5.8593267",43.3613953,-5.8593267,apple,Sat Oct 20 21:04:06 +0000 2018,1053753749104078848,"Asturias, Spain"
54,0.0,0.0,1.0,0.0,RT @Apple5x1: Apple patenta un iPhone capaz de doblarse  https://t.co/pj8tJxGQDW Por @RickyFernandezR https://t.co/oG2KvYmQxL,"19.4968732, -99.72326729999999",19.4968732,-99.72326729999999,apple,Sat Oct 20 21:04:05 +0000 2018,1053753746155552768,Estado de México
55,0.0,0.0,1.0,0.0,Средняя цена продажи iPhone значительно выросла https://t.co/PSOtHnJQuC https://t.co/3CN752zUU4,"55.755826, 37.6172999",55.755826,37.6172999,apple,Sat Oct 20 21:04:05 +0000 2018,1053753744804929536,Moscow
56,0.0,0.0,1.0,0.0,Apple contro Bloomberg: Tim Cook chiede il ritiro della storia sulle spie cinesi https://t.co/MwrpfI9gyQ https://t.co/APVyipV70U,"45.0703393, 7.686864",45.0703393,7.686864,apple,Sat Oct 20 21:04:05 +0000 2018,1053753744658128896,"Torino, Piemonte"
57,0.0,0.0,1.0,0.0,RT @prufrockluvsong: I'm afraid to eat a honeycrisp apple because I'm afraid of getting hooked on a lifestyle I simply can't maintain.,"43.9653889, -70.8226541",43.9653889,-70.8226541,apple,Sat Oct 20 21:04:05 +0000 2018,1053753744620482560,New England
58,0.0,0.0,1.0,0.0,"2018年10月21日
Iaman_Albatraozさんが起床しました。
時刻 6:04 睡眠時間 6時間21分7秒
#SleepMeister https://t.co/ANZKcdSAxv","38.268215, 140.8693558",38.268215,140.8693558,apple,Sat Oct 20 21:04:05 +0000 2018,1053753744326709249,仙台 
59,0.8038,0.0,0.554,0.446,RT @emoblackthot: ORANGE JUICE BETTER THAN APPLE JUICE? I have to laugh.,"36.9606026, -122.047494",36.9606026,-122.047494,apple,Sat Oct 20 21:04:04 +0000 2018,1053753743609491456,831
