,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,RT @BSU_Sports_Info: Bowie State Takes Over First Place in CIAA North with 27-13 Victory at Virginia Union https://t.co/xAxMWbgBJD,"38.7073379, -77.0230313",38.7073379,-77.0230313,football,Sat Oct 20 23:42:20 +0000 2018,1053793570740682752,"Fort Washington, MD"
1,0.0,0.0,1.0,0.0,"A sight to behold - The Jamaica football jersey is pictured on show in sports shop DiSalvo Sports based in Ottawa,… https://t.co/dnbqVncpWr","51.5073509, -0.1277583",51.5073509,-0.1277583,football,Sat Oct 20 23:42:20 +0000 2018,1053793570531012608,"London, England"
2,0.0,0.0,1.0,0.0,RT @Nacional: Comunicado de la Comisión Directiva del Club Nacional de Football https://t.co/wDZH2z5G8S,"-32.522779, -55.765835",-32.522779,-55.765835,football,Sat Oct 20 23:42:20 +0000 2018,1053793570111447040,U R U G U A Y! 
4,-0.4215,0.149,0.851,0.0,"If @ESPNRadio Had a USFL Helmet SC Updates tonight.... #Game7, insults fly as #Michigan stomps #MichiganSt, the… https://t.co/QboSVb1dVS","42.3600825, -71.0588801",42.3600825,-71.0588801,football,Sat Oct 20 23:42:19 +0000 2018,1053793568110841857,"Boston, MA"
6,0.6486,0.079,0.65,0.271,RT @BruceFeldmanCFB: Grant Delpit with ANOTHER pick for #LSU. Fourth one this season. Guy has fantastic awareness and range. No defender is…,"33.296224, -86.8436004",33.296224,-86.8436004,football,Sat Oct 20 23:42:19 +0000 2018,1053793566902886400,"Helena, AL"
7,0.5719,0.0,0.73,0.27,Who won the past 6 World Series of Handicapping football contest? https://t.co/P7qvqQ7dcn,"36.1699412, -115.1398296",36.1699412,-115.1398296,football,Sat Oct 20 23:42:19 +0000 2018,1053793565636288512,"Las Vegas, NV"
8,0.0,0.0,1.0,0.0,RT @Nacional: Comunicado de la Comisión Directiva del Club Nacional de Football https://t.co/wDZH2z5G8S,"-33.5339107, -58.21777219999999",-33.5339107,-58.21777219999999,football,Sat Oct 20 23:42:19 +0000 2018,1053793565632053250,"Dolores, Uruguay"
9,-0.2263,0.091,0.909,0.0,When your sitting down in the stadium watching the football and someone infront stands up and blocks your view https://t.co/XOJtdZ2rrI,"52.3555177, -1.1743197",52.3555177,-1.1743197,football,Sat Oct 20 23:42:19 +0000 2018,1053793565200003074,"England, United Kingdom"
10,0.0,0.0,1.0,0.0,RT @Nacional: Comunicado de la Comisión Directiva del Club Nacional de Football https://t.co/wDZH2z5G8S,"-32.2706789, -58.08113400000001",-32.2706789,-58.08113400000001,football,Sat Oct 20 23:42:19 +0000 2018,1053793564688334849,Uruguay- Paysandu
11,0.7003,0.0,0.721,0.279,RT @JasonDavidNeale: @PeterBurrow1934 @MotorpointStand @DMAC102 @rstposh That’s the spirit.  Great thing about football is there is always…,"52.56949849999999, -0.2405299",52.56949849999999,-0.2405299,football,Sat Oct 20 23:42:18 +0000 2018,1053793562792521728,"Peterborough, England"
