,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.094,0.812,0.094,RT @tictoc: WATCH: Tim Cook says Apple refuses to compromise on the pressure to share the personal data in iPhones https://t.co/fcolSn5PGH,"36.778261, -119.4179324",36.778261,-119.4179324,apple,Wed Oct 24 16:06:24 +0000 2018,1055128382529138688,"California, USA"
1,-0.4215,0.157,0.843,0.0,U.S. Stocks Fall as Worries on Global Economy Continue to Weigh - The Wall Street Journal https://t.co/G299aVvtxh,"41.632223, -88.2120315",41.632223,-88.2120315,apple,Wed Oct 24 16:06:24 +0000 2018,1055128382390833153,"Plainfield, Illinois"
2,-0.3818,0.133,0.867,0.0,"RT @appleinsider: Lowest price ever: #Apple's 2017 15"" #MacBookPro #onsale for $1,649 ($750 off) today only https://t.co/sthyh23NtS https:/…","36.249758, -95.266826",36.249758,-95.266826,apple,Wed Oct 24 16:06:23 +0000 2018,1055128380834750471,Worldwide
4,0.0,0.0,1.0,0.0,RT @CedricRP: Le patron d’Apple défend à Bruxelles l’idée d’une loi américaine sur les données personnelles https://t.co/eISWwQL4fw,"50.4673883, 4.8719854",50.4673883,4.8719854,apple,Wed Oct 24 16:06:23 +0000 2018,1055128379547140097,"Namur, Belgique"
5,0.0,0.0,1.0,0.0,Samsung y Apple reciben la primera multa del mundo por obsolescencia programada https://t.co/pFzBxF0DnZ https://t.co/5pts30jAM4,"31.4624194, -100.4376377",31.4624194,-100.4376377,apple,Wed Oct 24 16:06:23 +0000 2018,1055128379249242113,Zero One
6,0.4404,0.0,0.726,0.274,"""An investigation launched in January by the nation’s competition authority found that certain smartphone software… https://t.co/trHylDUeiD","50.0755381, 14.4378005",50.0755381,14.4378005,apple,Wed Oct 24 16:06:23 +0000 2018,1055128378578296833,Hlavní město Praha
7,0.0,0.0,1.0,0.0,"RT @torylanez: LiStEn tO #Miami w/ @1GunnaGunna , tHe NexT rECoRd fRoM #LoveMeNow oN @Beats1 w/ @zanelowe NOW !!!! 💔 https://t.co/AmYURTQ9r…","36.0587196, -94.1939761",36.0587196,-94.1939761,apple,Wed Oct 24 16:06:23 +0000 2018,1055128376808275968,458
10,0.7033,0.0,0.701,0.299,Alert: Don’t believe everything you read about the migrant caravan - WIRED. The truth not trumps lies and political… https://t.co/UaeoBGCwfj,"33.4483771, -112.0740373",33.4483771,-112.0740373,apple,Wed Oct 24 16:06:22 +0000 2018,1055128373486206977,"phx, az"
11,0.5994,0.0,0.843,0.157,@MKBHD Meanwhile apple can make LED iPhones with smaller bezels than Google’s OLED. 💀 oh and not to mention the pink line lmao,"55.378051, -3.435973",55.378051,-3.435973,apple,Wed Oct 24 16:06:22 +0000 2018,1055128372597145601,United Kindgdom
12,-0.5423,0.203,0.712,0.085,"RT @QGotNoRings: Niggas really get on here saying ""My taste is really eclectic. Peep my Apple playlists""

Shit be looking like

Ella Mai
Br…","26.190096, -80.365865",26.190096,-80.365865,apple,Wed Oct 24 16:06:22 +0000 2018,1055128372588765184,"Broward, USA"
