,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.0,0.0,1.0,0.0,"RT @WCIA3sports: It's all about the loaded Class 2A bracket in Part II of the show, including a report from @craigwchoate on the state's be…","40.1164204, -88.2433829",40.1164204,-88.2433829,football,Fri Oct 26 15:38:28 +0000 2018,1055846130238586885,"Champaign, IL"
2,0.0,0.0,1.0,0.0,RT @walker_chet: GHS Football 3 words.              BROWN JUG BELONGS HERE,"40.1028264, -84.63301150000001",40.1028264,-84.63301150000001,football,Fri Oct 26 15:38:28 +0000 2018,1055846129089372161,"Greenville, OH"
3,0.3818,0.0,0.894,0.106,RT @FootyHumour: When you take your son to the neighbour’s house to make him apologise for smashing their shed window with a football. http…,"24.7643176, 46.6829326",24.7643176,46.6829326,football,Fri Oct 26 15:38:28 +0000 2018,1055846127864553472,"Alexandria, riyadh"
4,-0.6908,0.183,0.817,0.0,RT @brycetache: I don’t know who the terrorist is. But I know it’s not a family seeking asylum. I know it’s not a DREAMer. I know it’s not…,"45.5122308, -122.6587185",45.5122308,-122.6587185,football,Fri Oct 26 15:38:28 +0000 2018,1055846127109459968,"Portland, Oregon"
5,0.0,0.0,1.0,0.0,"RT @MundialMag: 👑🇪🇬 - Salaaaaaaaaaaaaaaaaaah, The Egyptian King.

Buy the tee we made with @Art_of_Football.

https://t.co/zmGg0nKS6V https…","44.8357694, -93.018851",44.8357694,-93.018851,football,Fri Oct 26 15:38:27 +0000 2018,1055846125180256261,Grape Soda
7,-0.7783,0.264,0.736,0.0,"President Loh probably lied to the University Senate when he said he ""never ever"" heard about abuse in the football… https://t.co/nwJhKbAIek","38.9869183, -76.9425543",38.9869183,-76.9425543,football,Fri Oct 26 15:38:27 +0000 2018,1055846123951276032,University of Maryland
8,0.2732,0.0,0.909,0.091,"RT @AllanAprilCTV: The group says construction of the stadium would contribute $171 million toward N.S. GDP, and create 1,951 full time job…","45.963398, -66.645367",45.963398,-66.645367,football,Fri Oct 26 15:38:27 +0000 2018,1055846123129192453,"Maritime Provinces, Canada"
9,0.5951,0.0,0.815,0.185,RT @2019stangs: come out and support our football team @ 7 for their senior night!! it’s home against pennsauken!! 🏉✨,"39.8523358, -75.0679497",39.8523358,-75.0679497,football,Fri Oct 26 15:38:26 +0000 2018,1055846121862557696,Runnemede New Jersey
10,0.0,0.0,1.0,0.0,"Mid-season football highlights for my guy @TheHunterHoyt 6’2, 275 OL C/O 2019. https://t.co/QUmWj6QJFY","36.1539816, -95.99277500000001",36.1539816,-95.99277500000001,football,Fri Oct 26 15:38:26 +0000 2018,1055846120780455938,"Tulsa, OK"
14,-0.3818,0.14,0.86,0.0,"My recently embarrassing moment: 
I saw a group of guys one wearing a Mayville Basketball hoodie and I basicaly sai… https://t.co/RN2IjfHo84","47.5514926, -101.0020119",47.5514926,-101.0020119,football,Fri Oct 26 15:38:25 +0000 2018,1055846117928255491,"North Dakota, USA"
