,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,0.5267,0.0,0.673,0.327,sexy telefono pizza movil santiago plaza vigo https://t.co/GCjH3RdLOt,"42.5627589, -8.8274228",42.5627589,-8.8274228,pizza,Wed Oct 24 19:20:21 +0000 2018,1055177191393296384,"Vilanova de Arousa, España"
1,-0.4767,0.129,0.871,0.0,"RT @TheRickWilson: ""These bombs targeting Hillary and Obama are a fake news stunt,"" say people who thought Hillary ran a child sex ring fro…","41.6032207, -73.087749",41.6032207,-73.087749,pizza,Wed Oct 24 19:20:21 +0000 2018,1055177190403440640,"Connecticut, USA"
2,0.0,0.0,1.0,0.0,"RT @dji_djins: Ce qui connaissent la hess, connaissent les pizza surgelées Margarita et un élite de la Hess sait transformer une simple piz…","16.5388, -23.0418",16.5388,-23.0418,pizza,Wed Oct 24 19:20:20 +0000 2018,1055177187681357830,Cape Verde
6,0.0,0.0,1.0,0.0,"NEW POD: Chas Wolfe (@highmajorscoop) joins us again to talk about the NCAA case, pizza in the northeast, the happe… https://t.co/lOKyO3k6Y4","39.1031182, -84.5120196",39.1031182,-84.5120196,pizza,Wed Oct 24 19:20:19 +0000 2018,1055177183960989699,"Cincinnati, OH"
7,0.1779,0.164,0.629,0.208,Turn your losing Mega Millions ticket into free pizza Wednesday https://t.co/wJ3HL3U2hN https://t.co/TNVyjlVTFL,"38.6270025, -90.19940419999999",38.6270025,-90.19940419999999,pizza,Wed Oct 24 19:20:17 +0000 2018,1055177177216532481,"St. Louis, Missouri"
8,0.0,0.0,1.0,0.0,"Big V making pies. 🍕🍕🍕 Stay tuned for details about the new Vito's Pizza in downtown LA, opening soon! #vito… https://t.co/7MTR4p91ZV","34.0900091, -118.3617443",34.0900091,-118.3617443,pizza,Wed Oct 24 19:20:16 +0000 2018,1055177169863954433,"West Hollywood, CA"
9,-0.2942,0.095,0.905,0.0,$5 specialty pizza by the slice day at Exit 73 every Wednesday! Don’t forget we also have $5 domestic pitchers and… https://t.co/IAL3NpRL3X,"30.0799405, -95.41716009999999",30.0799405,-95.41716009999999,pizza,Wed Oct 24 19:20:16 +0000 2018,1055177169419337728,"Spring/The Woodlands, TX"
10,-0.5859,0.248,0.661,0.091,RT @AveSoprano: Yeah dat shit was wild niggas was really at lunch wit pepperoni pizza &amp; Kufi on https://t.co/sMgmX8bT6f,"37.2256801, -95.70692199999999",37.2256801,-95.70692199999999,pizza,Wed Oct 24 19:20:15 +0000 2018,1055177167460540418,301
11,-0.8316,0.315,0.685,0.0,"RT @KaivanShroff: They murdered Heather Heyer.

They got a D.C. pizza joint shot up.

Their congressman assaulted a journalist. 

Their pre…","41.8781136, -87.6297982",41.8781136,-87.6297982,pizza,Wed Oct 24 19:20:15 +0000 2018,1055177167368265729,"Chicago, IL"
12,0.0,0.0,1.0,0.0,Pizza Hut https://t.co/gGqGobWZYC,"38.9071923, -77.0368707",38.9071923,-77.0368707,pizza,Wed Oct 24 19:20:15 +0000 2018,1055177166542041088,"Washington, DC"
13,0.0,0.0,1.0,0.0,"@6CcuVti45EY7iIB ご参加有難うございます🍕
あたり【860円オフクーポン】です😸
▼クーポンコード🎃
XDWGｰ454
※クーポン取得・利用期間は10/31迄
※配達利用の場合、各店配達エリアに限定
※WEBサイト… https://t.co/m6GCuzw2BV","35.4601003, 139.6281895",35.4601003,139.6281895,pizza,Wed Oct 24 19:20:13 +0000 2018,1055177160640491520,神奈川県横浜市西区みなとみらい4－4－5
