,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
0,-0.4374,0.126,0.874,0.0,"RT @Beats1: Heads up! 👀
@iamcardib is gonna be on with @oldmanebro talking #Money being leaked, motherhood and more. Let's go! https://t.co…","30.267153, -97.7430608",30.267153,-97.7430608,apple,Wed Oct 24 19:07:33 +0000 2018,1055173971962925056,"Austin, TX"
1,0.8168,0.0,0.628,0.372,"@JrPontesKevin Heres 4 playlists on 🍎 Music, if you like, plz add to your library &amp; share! Thanks so much!

Unknown… https://t.co/OQ4j6eD81W","33.7489954, -84.3879824",33.7489954,-84.3879824,apple,Wed Oct 24 19:07:32 +0000 2018,1055173968158699520,"Atlanta, GA"
3,0.1027,0.135,0.717,0.147,"RT @JuanSaaa: BEST FALL DATE IDEAS:

1. Go apple picking

2. Visit a pumpkin patch 

3. GO TO THE POLLS ON NOV. 6 AND VOTE THE ASSHOLES OUT…","39.9611755, -82.99879419999999",39.9611755,-82.99879419999999,apple,Wed Oct 24 19:07:32 +0000 2018,1055173967303135232,"Columbus, OH"
5,0.0,0.0,1.0,0.0,@AirPureUK apple and cinnamon,"53.46056309999999, -2.1774083",53.46056309999999,-2.1774083,apple,Wed Oct 24 19:07:32 +0000 2018,1055173966875242496,Sunny Manchester England
6,0.8678,0.0,0.635,0.365,"RT @bookouture: If you have loved absolutely gripping psychological thriller CLOSER by @KimLSlater we'd love to see your reviews: 
Amazon:…","36.644055, -93.21411599999999",36.644055,-93.21411599999999,apple,Wed Oct 24 19:07:32 +0000 2018,1055173966195765249,Brighton
9,0.1849,0.099,0.745,0.155,RT @acgrayling: It’s so utterly ridiculous: we’re IN the CU (and SM) - we helped create them - we help to run them - &amp; now we’re being ‘off…,"51.4956212, -0.1276004",51.4956212,-0.1276004,apple,Wed Oct 24 19:07:31 +0000 2018,1055173963016531969,"London, England, European Union"
10,0.0,0.0,1.0,0.0,😢😢  https://t.co/i0KVzgoigq,"40.742551, -84.1052256",40.742551,-84.1052256,apple,Wed Oct 24 19:07:31 +0000 2018,1055173961372319744,"Lima, OH"
12,0.0,0.0,1.0,0.0,"RT @puptum: an apple family havin a picnic 🌻🍎🐛🥧🌷
mum, her kid, grandma, and their pet worm ! https://t.co/nq7g0qFmzA","50.5716595, 19.3219768",50.5716595,19.3219768,apple,Wed Oct 24 19:07:31 +0000 2018,1055173960525144064,"Śląskie, Polska"
13,0.4019,0.079,0.76,0.161,RT @JoelOsteen: The blessing is why that setback is not the end; it’s a setup for what God is about to do. Don’t get upset when life is not…,"12.879721, 121.774017",12.879721,121.774017,apple,Wed Oct 24 19:07:30 +0000 2018,1055173956834070529,Philippines
15,0.0,0.0,1.0,0.0,⁦@iamcardib⁩ girl you are on 🔥 ❤️Fire ❤️🔥 your new  Single is HOT AF that’s what’s up ! #Money on repeat… https://t.co/2mFpaLFSDM,"47.7510741, -120.7401385",47.7510741,-120.7401385,apple,Wed Oct 24 19:07:29 +0000 2018,1055173952358703109,"Washington, USA"
16,-0.1027,0.097,0.903,0.0,Apple CEO Tim Cook warns against the weaponization of data in speech https://t.co/rF5jaKDW68 https://t.co/IwCsgeKsFC,"25.2048493, 55.2707828",25.2048493,55.2707828,apple,Wed Oct 24 19:07:28 +0000 2018,1055173949397458945,"Dubai, UAE"
18,-0.0772,0.098,0.902,0.0,"Quake split a tectonic plate in two, and geologists are shaken - National Geographic https://t.co/auIukjaJ7t","41.8781136, -87.6297982",41.8781136,-87.6297982,apple,Wed Oct 24 19:07:27 +0000 2018,1055173944263827464,Chicago
22,0.0,0.0,1.0,0.0,أفاد تقرير من موقع The Information على أن شركة آبل ستقوم بإطلاق خدمة بث تلفزيوني بنظام الاشتراكات على حد مشابه بعمل… https://t.co/VFIGmbYt0N,"29.31166, 47.481766",29.31166,47.481766,apple,Wed Oct 24 19:07:26 +0000 2018,1055173941088653313,Kuwait _ Turin
23,-0.6476,0.249,0.751,0.0,"'Act of terror': Suspicious devices sent to CNN, Clintons, Obamas, Holder - CNN Politics MAGA Bomber Strikes Again!… https://t.co/aywoZrDmDh","43.8041334, -120.5542012",43.8041334,-120.5542012,apple,Wed Oct 24 19:07:26 +0000 2018,1055173940971094016,"Oregon, USA"
24,0.0,0.0,1.0,0.0,"RT @dzapatillas: Apple y Samsung multadas con €5 millones por ralentizar a propósito sus celulares, decide ahora tribunal de Italia. Obsole…","-38.416097, -63.61667199999999",-38.416097,-63.61667199999999,apple,Wed Oct 24 19:07:26 +0000 2018,1055173940962910214,Argentina
25,0.0,0.0,1.0,0.0,Les montres connectées Samsung elles sont tellement plus belles que les Apple  watch,"48.856614, 2.3522219",48.856614,2.3522219,apple,Wed Oct 24 19:07:25 +0000 2018,1055173939025137664,"Paris, Ile-de-France"
27,0.0,0.0,1.0,0.0,I’m his fucking cinnamon apple 🍏,"29.4609291, -95.2333799",29.4609291,-95.2333799,apple,Wed Oct 24 19:07:25 +0000 2018,1055173936042905601,htx
