,Compound,Negative,Neutral,Positive,Tweet,coordinates,latitudes,longitudes,target,time,tweet_ID,tweet_location
1,0.0,0.0,1.0,0.0,RT @iLoveSmick: https://t.co/rF9dd4DHCn https://t.co/j8LmUocEC4,"32.5388762, -117.0455722",32.5388762,-117.0455722,apple,Fri Oct 26 15:28:28 +0000 2018,1055843613626765313,MADE IN ZONA NORTE | BH 
2,0.5204,0.0,0.766,0.234,RT @iam_RyanBronson: What’s your favorite track of mine so far?? 🤔🤔🤔🤔 https://t.co/LJIka87gjB,"36.778261, -119.4179324",36.778261,-119.4179324,apple,Fri Oct 26 15:28:28 +0000 2018,1055843612322258944,"California, USA"
3,0.7579,0.0,0.48,0.52,RT @TheRealLilDred: I pray y’all love it 🙏🏽🙏🏽#CityLife2  https://t.co/j2uoluikuw,"25.7616798, -80.1917902",25.7616798,-80.1917902,apple,Fri Oct 26 15:28:28 +0000 2018,1055843612137844736,"Miami, FL"
5,0.0,0.0,1.0,0.0,"RT @Plelive: سحب على جائزتين لشخصين :

- Apple Airpods
- مبلغ مالي 400 ريال 

الشروط :
- متابعة الحساب .
- ريتويت لـ التغريدة .
- منشن صديق…","23.885942, 45.079162",23.885942,45.079162,apple,Fri Oct 26 15:28:28 +0000 2018,1055843611164712960,Kingdom of Saudi Arabia
8,-0.7717,0.427,0.573,0.0,Israeli forces kill four Palestinians in Gaza border protest: medics  https://t.co/V9RLuM73C7,"23.810332, 90.4125181",23.810332,90.4125181,apple,Fri Oct 26 15:28:28 +0000 2018,1055843610610946049,"Dhaka, Bangladesh"
11,0.0,0.0,1.0,0.0,前ジスが『リサがシェーディングばっかりするから顔が暗く見えるのでシェーディング薄くして欲しい。薄い方が好み』って言ってたけどGUESSの写真見てると薄い方が私も好きかも。顔が明るく見えるし、儚さが😇まぁリサ目鼻立ちのくっきりしたの… https://t.co/a2BuBPYCsa,"41.409966, -88.210233",41.409966,-88.210233,apple,Fri Oct 26 15:28:27 +0000 2018,1055843610187333633,I.O.I
13,0.0,0.0,1.0,0.0,"@little_liyah 1. Vanilla Bean Cream Frapp 2 pumps mocha 2 pumps caramel 
2. Iced chai with 3 pumps cinnamon dolce… https://t.co/g4CvJjO4M7","37.4315734, -78.6568942",37.4315734,-78.6568942,apple,Fri Oct 26 15:28:27 +0000 2018,1055843609768091649,"Virginia, USA"
15,-0.7213,0.239,0.761,0.0,"RT @Global5SOS: // BUY AND STREAM @5SOS' COVER OF KILLER QUEEN //

Spotify: https://t.co/6RbPGesuW8
iTunes/Apple Music: https://t.co/5uS4WE…","42.040489, -74.11760869999999",42.040489,-74.11760869999999,apple,Fri Oct 26 15:28:27 +0000 2018,1055843608996274176,Eating Breakfast Alone
19,0.0,0.0,1.0,0.0,"Spotify’ı bırakıyorum,son zamanlarda ses kalitesinde bariz bir düşüş vardı:Apple Music arayüz olarak kötü olsa da k… https://t.co/Vh27qiEmtt","39.9333635, 32.8597419",39.9333635,32.8597419,apple,Fri Oct 26 15:28:27 +0000 2018,1055843607129800705,"Ankara, Türkiye"
20,0.0,0.0,1.0,0.0,https://t.co/q30phpStyP,"43.6026952, -116.2014604",43.6026952,-116.2014604,apple,Fri Oct 26 15:28:27 +0000 2018,1055843607096233984,bsu
23,0.0,0.0,1.0,0.0,"Head over to @AppleMusic and grab that new @ApolloBrown &amp; @JoellOrtiz record ""Mona Lisa"" https://t.co/P3Dv9BDJue","23.4162027, 25.66283",23.4162027,25.66283,apple,Fri Oct 26 15:28:27 +0000 2018,1055843606328680449,The Desert
24,0.0,0.0,1.0,0.0,今日は自分の演奏の直前まで、すごく久しぶりに市子さんを観に、渋谷タワーのインストアへ。泣く泣く途中退散だったけど、さらに深みが増されていた。新作もしかり。耳が疲れている時にはいつも必ず市子さんを拝聴しています。… https://t.co/7USvhpAA5z,"35.67504220000001, 139.7642116",35.67504220000001,139.7642116,apple,Fri Oct 26 15:28:27 +0000 2018,1055843606215372800,Tokyo / Hokkaido
25,0.7096,0.0,0.763,0.237,"RT @ChinuaCole: The worlds first meet-up app for dads. 

@Dadapp

I hope this helps the #mentalhealth of a #dad on your timeline

DOWNLOAD…","33.7614059, -84.3880318",33.7614059,-84.3880318,apple,Fri Oct 26 15:28:26 +0000 2018,1055843605787619328,•All Black Lives Matter•
26,0.4019,0.0,0.876,0.124,"للايفون :

مجانا لفترة مؤقتة 🆓 تطبيق يستمع لك ويحوله إلى نص يدعم أغلب اللغات بالإضافة إلى اللغة العربية 
Active Voi… https://t.co/CQTsalrMLv","21.485811, 39.19250479999999",21.485811,39.19250479999999,apple,Fri Oct 26 15:28:26 +0000 2018,1055843605699616770,"جدة, المملكة العربية السعودية"
28,0.7579,0.0,0.48,0.52,RT @TheRealLilDred: I pray y’all love it 🙏🏽🙏🏽#CityLife2  https://t.co/j2uoluikuw,"26.190096, -80.365865",26.190096,-80.365865,apple,Fri Oct 26 15:28:26 +0000 2018,1055843602725814272,"Broward County , FL"
29,-0.4215,0.219,0.781,0.0,"RT @BTS_Billboard: 🎶 | Waste It On Me @steveaoki x @BTS_twt 

#WasteItOnMe #WasteItOnMeToday 

https://t.co/JgCQ91W4N2","-23.5505199, -46.63330939999999",-23.5505199,-46.63330939999999,apple,Fri Oct 26 15:28:26 +0000 2018,1055843602574856193,"São Paulo, Brasil"
30,0.6705,0.0,0.792,0.208,"RT @iam_RyanBronson: Who wants the link to my pre-game playlist? 

I have one made on Spotify &amp; Apple Music 

Pretty sure it’s epic. 

Let…","36.778261, -119.4179324",36.778261,-119.4179324,apple,Fri Oct 26 15:28:25 +0000 2018,1055843601274462208,"California, USA"
31,0.0,0.0,1.0,0.0,RT @burnaboy: https://t.co/PogfwiJ8PJ,"9.081999, 8.675277",9.081999,8.675277,apple,Fri Oct 26 15:28:25 +0000 2018,1055843600913829890,Nigeria
32,0.5719,0.0,0.842,0.158,"RT @saddadalex: if you use apple music, make sure to NOT download an album or a song as it won't count as a stream when you play it. i look…","37.09024, -95.712891",37.09024,-95.712891,apple,Fri Oct 26 15:28:25 +0000 2018,1055843599731048448,usa ||-//
33,-0.4215,0.219,0.781,0.0,"RT @BTS_Billboard: 🎶 | Waste It On Me @steveaoki x @BTS_twt 

#WasteItOnMe #WasteItOnMeToday 

https://t.co/JgCQ91W4N2","46.227638, 2.213749",46.227638,2.213749,apple,Fri Oct 26 15:28:25 +0000 2018,1055843599370412042,France
35,-0.4215,0.172,0.753,0.075,Bomb probe expands to 12 packages as Booker and Clapper become targets - The Washington Post https://t.co/sBZveUt2KR,"38.9071923, -77.0368707",38.9071923,-77.0368707,apple,Fri Oct 26 15:28:25 +0000 2018,1055843598665682944,"washington, dc"
37,-0.296,0.091,0.909,0.0,"RT @Hugo_saez: Hoy voy a contar una historia sobre Apple. Pero no trata sobre innovación, ni sobre diseño. Trata sobre algo con menos glamo…","65.0120888, 25.4650772",65.0120888,25.4650772,apple,Fri Oct 26 15:28:24 +0000 2018,1055843596228849664,"Oulu, Suomi"
40,0.3595,0.0,0.849,0.151,RT @btsanalytics: Click → https://t.co/zmRTKrlKSQ and automatically join the #WasteItOnMeToday Steve Aoki x @BTS_twt celebratory hashtag! 🎉…,"41.87194, 12.56738",41.87194,12.56738,apple,Fri Oct 26 15:28:24 +0000 2018,1055843595465490433,@Italy 
41,0.3818,0.0,0.854,0.146,"RT @Jeff__Benjamin: ""NAMANANA,"" the title track and lead single off @LAY_zhang_'s new album, has entered the Top 20 of U.S. @iTunes Top Son…","22.396428, 114.109497",22.396428,114.109497,apple,Fri Oct 26 15:28:24 +0000 2018,1055843594710396929,Hong Kong
42,-0.0516,0.054,0.946,0.0,Shoutout to @Apple’s iCloud Drive for corrupting my files. I pay $10 a month to store my data but instead of it bei… https://t.co/h9cWzPQKzt,"36.1626638, -86.7816016",36.1626638,-86.7816016,apple,Fri Oct 26 15:28:24 +0000 2018,1055843593699688448,"Nashville, TN"
44,0.0,0.0,1.0,0.0,#ATWG https://t.co/z6wiV0Cz62,"33.5185892, -86.8103567",33.5185892,-86.8103567,apple,Fri Oct 26 15:28:24 +0000 2018,1055843593632378881,"Birmingham, AL"
45,0.0,0.0,1.0,0.0,I just wanna get cris-cross-apple-sauced tonight,"30.6696818, -81.46259189999999",30.6696818,-81.46259189999999,apple,Fri Oct 26 15:28:23 +0000 2018,1055843591673778178,"Fernandina Beach, Florida USA"
49,0.5622,0.0,0.869,0.131,"RT @3MMVNU3L: GOOD MORNING

1. CLICK ON LINK 
2. SELECT PLATFORM TO STREAM MUSIC eg. Soundcloud, Apple Music
3. Listen to first song and th…","34.139986, -118.142647",34.139986,-118.142647,apple,Fri Oct 26 15:28:22 +0000 2018,1055843589249527808,Chelsea FC
50,0.0,0.0,1.0,0.0,RT @imtaiki: ใครจะซื้อ iPhone XS และ iPhone XR หากเป็นไปได้ ขอให้ท่านอดทนสักนิด แล้วไปซื้อที่ Apple Store Iconsiam นะครับ แล้วคุณจะได้ที่สุ…,"15.870032, 100.992541",15.870032,100.992541,apple,Fri Oct 26 15:28:22 +0000 2018,1055843589182214144,ประเทศไทย
51,0.0,0.0,1.0,0.0,RT @Alshehrii__Ali: اذا انت دايم تصحى من النوم وانت مخمل وكسلان؟ هذا لأنك تصحى في مرحلة النوم العميق، لكن جرب تطبيق Sleep Cycle حدد الوقت ا…,"26.2171906, 50.1971381",26.2171906,50.1971381,apple,Fri Oct 26 15:28:22 +0000 2018,1055843588960124930,"الخبر, المملكة العربية السعودية"
57,-0.2284,0.106,0.825,0.069,"RT @VisionCrew_: Could never forget about VISION CREW! 

SWIMMING IN THE BLUE Available on all platforms. 🌎🕸📱 

P.s. New art coming soon...…","51.5073509, -0.1277583",51.5073509,-0.1277583,apple,Fri Oct 26 15:28:22 +0000 2018,1055843587156516865,"London, England"
